,ID,MM,HH,TIPO_DE_CALLE,COMUNA,PARTICIPANTES,VICTIMA,ACUSADO,AÑO,SEMESTRE_x,AMM,N_VICTIMAS,HSV,Cambio_Porcentual
344,2017-0037,3,3.0,AVENIDA,1.0,MOTO-CARGAS,MOTO,CARGAS,2017,S2H1,4.10958904109589,69,2.2111047448385124,-14.814814814814826
345,2017-0037,3,3.0,AVENIDA,1.0,MOTO-CARGAS,MOTO,CARGAS,2017,S2H1,4.10958904109589,71,2.2751947374425274,2.898550724637694
346,2017-0038,4,19.0,AVENIDA,7.0,MOTO-AUTO,MOTO,AUTO,2017,S2H1,4.10958904109589,69,2.2111047448385124,-14.814814814814826
347,2017-0038,4,19.0,AVENIDA,7.0,MOTO-AUTO,MOTO,AUTO,2017,S2H1,4.10958904109589,71,2.2751947374425274,2.898550724637694
348,2017-0040,4,9.0,AVENIDA,13.0,MULTIPLE,AUTO,MULTIPLE,2017,S2H1,4.10958904109589,69,2.2111047448385124,-14.814814814814826
349,2017-0040,4,9.0,AVENIDA,13.0,MULTIPLE,AUTO,MULTIPLE,2017,S2H1,4.10958904109589,71,2.2751947374425274,2.898550724637694
350,2017-0041,4,23.0,CALLE,7.0,MOTO-AUTO,MOTO,AUTO,2017,S2H1,4.10958904109589,69,2.2111047448385124,-14.814814814814826
351,2017-0041,4,23.0,CALLE,7.0,MOTO-AUTO,MOTO,AUTO,2017,S2H1,4.10958904109589,71,2.2751947374425274,2.898550724637694
352,2017-0042,4,9.0,GRAL PAZ,14.0,MOTO-CARGAS,MOTO,CARGAS,2017,S2H1,4.10958904109589,69,2.2111047448385124,-14.814814814814826
353,2017-0042,4,9.0,GRAL PAZ,14.0,MOTO-CARGAS,MOTO,CARGAS,2017,S2H1,4.10958904109589,71,2.2751947374425274,2.898550724637694
354,2017-0045,4,6.0,CALLE,10.0,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017,S2H1,4.10958904109589,69,2.2111047448385124,-14.814814814814826
355,2017-0045,4,6.0,CALLE,10.0,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017,S2H1,4.10958904109589,71,2.2751947374425274,2.898550724637694
356,2017-0047,4,6.0,AVENIDA,8.0,MOTO-AUTO,MOTO,AUTO,2017,S2H1,4.10958904109589,69,2.2111047448385124,-14.814814814814826
357,2017-0047,4,6.0,AVENIDA,8.0,MOTO-AUTO,MOTO,AUTO,2017,S2H1,4.10958904109589,71,2.2751947374425274,2.898550724637694
358,2017-0049,4,18.0,AVENIDA,8.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,S2H1,4.10958904109589,69,2.2111047448385124,-14.814814814814826
359,2017-0049,4,18.0,AVENIDA,8.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,S2H1,4.10958904109589,71,2.2751947374425274,2.898550724637694
360,2017-0050,4,11.0,AUTOPISTA,9.0,MOTO-CARGAS,MOTO,CARGAS,2017,S2H1,4.10958904109589,69,2.2111047448385124,-14.814814814814826
361,2017-0050,4,11.0,AUTOPISTA,9.0,MOTO-CARGAS,MOTO,CARGAS,2017,S2H1,4.10958904109589,71,2.2751947374425274,2.898550724637694
362,2017-0051,5,3.0,AUTOPISTA,7.0,AUTO-AUTO,AUTO,AUTO,2017,S2H1,4.10958904109589,69,2.2111047448385124,-14.814814814814826
363,2017-0051,5,3.0,AUTOPISTA,7.0,AUTO-AUTO,AUTO,AUTO,2017,S2H1,4.10958904109589,71,2.2751947374425274,2.898550724637694
364,2017-0052,5,3.0,GRAL PAZ,8.0,PEATON-CARGAS,PEATON,CARGAS,2017,S2H1,4.10958904109589,69,2.2111047448385124,-14.814814814814826
365,2017-0052,5,3.0,GRAL PAZ,8.0,PEATON-CARGAS,PEATON,CARGAS,2017,S2H1,4.10958904109589,71,2.2751947374425274,2.898550724637694
366,2017-0053,5,20.0,CALLE,4.0,MOTO-CARGAS,MOTO,CARGAS,2017,S2H1,4.10958904109589,69,2.2111047448385124,-14.814814814814826
367,2017-0053,5,20.0,CALLE,4.0,MOTO-CARGAS,MOTO,CARGAS,2017,S2H1,4.10958904109589,71,2.2751947374425274,2.898550724637694
368,2017-0054,5,21.0,AVENIDA,15.0,MOTO-AUTO,MOTO,AUTO,2017,S2H1,4.10958904109589,69,2.2111047448385124,-14.814814814814826
369,2017-0054,5,21.0,AVENIDA,15.0,MOTO-AUTO,MOTO,AUTO,2017,S2H1,4.10958904109589,71,2.2751947374425274,2.898550724637694
370,2017-0055,5,8.0,AVENIDA,12.0,AUTO-AUTO,AUTO,AUTO,2017,S2H1,4.10958904109589,69,2.2111047448385124,-14.814814814814826
371,2017-0055,5,8.0,AVENIDA,12.0,AUTO-AUTO,AUTO,AUTO,2017,S2H1,4.10958904109589,71,2.2751947374425274,2.898550724637694
372,2017-0058,5,23.0,AVENIDA,1.0,PEATON-MOTO,PEATON,MOTO,2017,S2H1,4.10958904109589,69,2.2111047448385124,-14.814814814814826
373,2017-0058,5,23.0,AVENIDA,1.0,PEATON-MOTO,PEATON,MOTO,2017,S2H1,4.10958904109589,71,2.2751947374425274,2.898550724637694
374,2017-0059,5,9.0,CALLE,1.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,S2H1,4.10958904109589,69,2.2111047448385124,-14.814814814814826
375,2017-0059,5,9.0,CALLE,1.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,S2H1,4.10958904109589,71,2.2751947374425274,2.898550724637694
376,2017-0060,5,7.0,AVENIDA,8.0,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017,S2H1,4.10958904109589,69,2.2111047448385124,-14.814814814814826
377,2017-0060,5,7.0,AVENIDA,8.0,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017,S2H1,4.10958904109589,71,2.2751947374425274,2.898550724637694
378,2017-0061,5,13.0,AVENIDA,2.0,PEATON-MOTO,PEATON,MOTO,2017,S2H1,4.10958904109589,69,2.2111047448385124,-14.814814814814826
379,2017-0061,5,13.0,AVENIDA,2.0,PEATON-MOTO,PEATON,MOTO,2017,S2H1,4.10958904109589,71,2.2751947374425274,2.898550724637694
380,2017-0062,5,16.0,AVENIDA,10.0,MOTO-CARGAS,MOTO,CARGAS,2017,S2H1,4.10958904109589,69,2.2111047448385124,-14.814814814814826
381,2017-0062,5,16.0,AVENIDA,10.0,MOTO-CARGAS,MOTO,CARGAS,2017,S2H1,4.10958904109589,71,2.2751947374425274,2.898550724637694
382,2017-0063,5,10.0,AVENIDA,1.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,S2H1,4.10958904109589,69,2.2111047448385124,-14.814814814814826
383,2017-0063,5,10.0,AVENIDA,1.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,S2H1,4.10958904109589,71,2.2751947374425274,2.898550724637694
384,2017-0064,5,5.0,CALLE,1.0,CARGAS-AUTO,CARGAS,AUTO,2017,S2H1,4.10958904109589,69,2.2111047448385124,-14.814814814814826
385,2017-0064,5,5.0,CALLE,1.0,CARGAS-AUTO,CARGAS,AUTO,2017,S2H1,4.10958904109589,71,2.2751947374425274,2.898550724637694
386,2017-0065,5,16.0,AVENIDA,4.0,BICICLETA-CARGAS,BICICLETA,CARGAS,2017,S2H1,4.10958904109589,69,2.2111047448385124,-14.814814814814826
387,2017-0065,5,16.0,AVENIDA,4.0,BICICLETA-CARGAS,BICICLETA,CARGAS,2017,S2H1,4.10958904109589,71,2.2751947374425274,2.898550724637694
388,2017-0066,5,18.0,AVENIDA,15.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,S2H1,4.10958904109589,69,2.2111047448385124,-14.814814814814826
389,2017-0066,5,18.0,AVENIDA,15.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,S2H1,4.10958904109589,71,2.2751947374425274,2.898550724637694
390,2017-0067,5,2.0,AVENIDA,6.0,MOTO-CARGAS,MOTO,CARGAS,2017,S2H1,4.10958904109589,69,2.2111047448385124,-14.814814814814826
391,2017-0067,5,2.0,AVENIDA,6.0,MOTO-CARGAS,MOTO,CARGAS,2017,S2H1,4.10958904109589,71,2.2751947374425274,2.898550724637694
392,2017-0068,5,19.0,AVENIDA,8.0,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017,S2H1,4.10958904109589,69,2.2111047448385124,-14.814814814814826
393,2017-0068,5,19.0,AVENIDA,8.0,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017,S2H1,4.10958904109589,71,2.2751947374425274,2.898550724637694
394,2017-0069,5,14.0,GRAL PAZ,9.0,MOTO-SD,MOTO,,2017,S2H1,4.10958904109589,69,2.2111047448385124,-14.814814814814826
395,2017-0069,5,14.0,GRAL PAZ,9.0,MOTO-SD,MOTO,,2017,S2H1,4.10958904109589,71,2.2751947374425274,2.898550724637694
396,2017-0070,5,13.0,CALLE,11.0,PEATON-AUTO,PEATON,AUTO,2017,S2H1,4.10958904109589,69,2.2111047448385124,-14.814814814814826
397,2017-0070,5,13.0,CALLE,11.0,PEATON-AUTO,PEATON,AUTO,2017,S2H1,4.10958904109589,71,2.2751947374425274,2.898550724637694
398,2017-0072,6,23.0,AVENIDA,12.0,AUTO-AUTO,AUTO,AUTO,2017,S2H1,4.10958904109589,69,2.2111047448385124,-14.814814814814826
399,2017-0072,6,23.0,AVENIDA,12.0,AUTO-AUTO,AUTO,AUTO,2017,S2H1,4.10958904109589,71,2.2751947374425274,2.898550724637694
400,2017-0073,6,9.0,AVENIDA,3.0,MOTO-AUTO,MOTO,AUTO,2017,S2H1,4.10958904109589,69,2.2111047448385124,-14.814814814814826
401,2017-0073,6,9.0,AVENIDA,3.0,MOTO-AUTO,MOTO,AUTO,2017,S2H1,4.10958904109589,71,2.2751947374425274,2.898550724637694
402,2017-0074,6,12.0,CALLE,9.0,,,,2017,S2H1,4.10958904109589,69,2.2111047448385124,-14.814814814814826
403,2017-0074,6,12.0,CALLE,9.0,,,,2017,S2H1,4.10958904109589,71,2.2751947374425274,2.898550724637694
404,2017-0075,6,22.0,AVENIDA,1.0,PEATON-MOTO,PEATON,MOTO,2017,S2H1,4.10958904109589,69,2.2111047448385124,-14.814814814814826
405,2017-0075,6,22.0,AVENIDA,1.0,PEATON-MOTO,PEATON,MOTO,2017,S2H1,4.10958904109589,71,2.2751947374425274,2.898550724637694
406,2017-0076,6,14.0,AVENIDA,2.0,PEATON-CARGAS,PEATON,CARGAS,2017,S2H1,4.10958904109589,69,2.2111047448385124,-14.814814814814826
407,2017-0076,6,14.0,AVENIDA,2.0,PEATON-CARGAS,PEATON,CARGAS,2017,S2H1,4.10958904109589,71,2.2751947374425274,2.898550724637694
408,2017-0077,6,23.0,CALLE,14.0,MOTO-CARGAS,MOTO,CARGAS,2017,S2H1,4.10958904109589,69,2.2111047448385124,-14.814814814814826
409,2017-0077,6,23.0,CALLE,14.0,MOTO-CARGAS,MOTO,CARGAS,2017,S2H1,4.10958904109589,71,2.2751947374425274,2.898550724637694
410,2017-0079,6,16.0,CALLE,3.0,MOTO-CARGAS,MOTO,CARGAS,2017,S2H1,4.10958904109589,69,2.2111047448385124,-14.814814814814826
411,2017-0079,6,16.0,CALLE,3.0,MOTO-CARGAS,MOTO,CARGAS,2017,S2H1,4.10958904109589,71,2.2751947374425274,2.898550724637694
412,2017-0080,6,10.0,AVENIDA,9.0,PEATON-CARGAS,PEATON,CARGAS,2017,S2H1,4.10958904109589,69,2.2111047448385124,-14.814814814814826
413,2017-0080,6,10.0,AVENIDA,9.0,PEATON-CARGAS,PEATON,CARGAS,2017,S2H1,4.10958904109589,71,2.2751947374425274,2.898550724637694
414,2017-0082,6,22.0,AVENIDA,4.0,PEATON-AUTO,PEATON,AUTO,2017,S2H1,4.10958904109589,69,2.2111047448385124,-14.814814814814826
415,2017-0082,6,22.0,AVENIDA,4.0,PEATON-AUTO,PEATON,AUTO,2017,S2H1,4.10958904109589,71,2.2751947374425274,2.898550724637694
416,2017-0083,7,0.0,AVENIDA,9.0,MOTO-CARGAS,MOTO,CARGAS,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
417,2017-0083,7,0.0,AVENIDA,9.0,MOTO-CARGAS,MOTO,CARGAS,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
418,2017-0084,7,12.0,AVENIDA,2.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
419,2017-0084,7,12.0,AVENIDA,2.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
420,2017-0085,7,14.0,AVENIDA,4.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
421,2017-0085,7,14.0,AVENIDA,4.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
422,2017-0086,7,7.0,AVENIDA,9.0,PEATON-MOTO,PEATON,MOTO,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
423,2017-0086,7,7.0,AVENIDA,9.0,PEATON-MOTO,PEATON,MOTO,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
424,2017-0087,7,10.0,CALLE,3.0,PEATON-AUTO,PEATON,AUTO,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
425,2017-0087,7,10.0,CALLE,3.0,PEATON-AUTO,PEATON,AUTO,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
426,2017-0088,7,22.0,AVENIDA,1.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
427,2017-0088,7,22.0,AVENIDA,1.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
428,2017-0089,7,12.0,CALLE,9.0,SD-AUTO,,AUTO,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
429,2017-0089,7,12.0,CALLE,9.0,SD-AUTO,,AUTO,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
430,2017-0090,7,5.0,GRAL PAZ,11.0,PEATON-AUTO,PEATON,AUTO,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
431,2017-0090,7,5.0,GRAL PAZ,11.0,PEATON-AUTO,PEATON,AUTO,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
432,2017-0091,7,13.0,GRAL PAZ,12.0,MOTO-SD,MOTO,,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
433,2017-0091,7,13.0,GRAL PAZ,12.0,MOTO-SD,MOTO,,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
434,2017-0092,7,22.0,AUTOPISTA,1.0,PEATON-AUTO,PEATON,AUTO,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
435,2017-0092,7,22.0,AUTOPISTA,1.0,PEATON-AUTO,PEATON,AUTO,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
436,2017-0093,7,16.0,AUTOPISTA,13.0,PEATON-AUTO,PEATON,AUTO,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
437,2017-0093,7,16.0,AUTOPISTA,13.0,PEATON-AUTO,PEATON,AUTO,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
438,2017-0094,7,8.0,CALLE,10.0,BICICLETA-CARGAS,BICICLETA,CARGAS,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
439,2017-0094,7,8.0,CALLE,10.0,BICICLETA-CARGAS,BICICLETA,CARGAS,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
440,2017-0095,8,8.0,AVENIDA,14.0,MOTO-AUTO,MOTO,AUTO,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
441,2017-0095,8,8.0,AVENIDA,14.0,MOTO-AUTO,MOTO,AUTO,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
442,2017-0096,8,19.0,AVENIDA,13.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
443,2017-0096,8,19.0,AVENIDA,13.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
444,2017-0098,8,12.0,CALLE,7.0,PEATON-AUTO,PEATON,AUTO,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
445,2017-0098,8,12.0,CALLE,7.0,PEATON-AUTO,PEATON,AUTO,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
446,2017-0099,8,19.0,AVENIDA,14.0,BICICLETA-AUTO,BICICLETA,AUTO,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
447,2017-0099,8,19.0,AVENIDA,14.0,BICICLETA-AUTO,BICICLETA,AUTO,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
448,2017-0100,8,7.0,CALLE,3.0,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
449,2017-0100,8,7.0,CALLE,3.0,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
450,2017-0101,8,10.0,AVENIDA,13.0,MULTIPLE,PEATON,MULTIPLE,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
451,2017-0101,8,10.0,AVENIDA,13.0,MULTIPLE,PEATON,MULTIPLE,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
452,2017-0102,8,1.0,AVENIDA,4.0,PEATON-CARGAS,PEATON,CARGAS,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
453,2017-0102,8,1.0,AVENIDA,4.0,PEATON-CARGAS,PEATON,CARGAS,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
454,2017-0104,8,9.0,AVENIDA,1.0,PEATON-CARGAS,PEATON,CARGAS,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
455,2017-0104,8,9.0,AVENIDA,1.0,PEATON-CARGAS,PEATON,CARGAS,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
456,2017-0106,8,19.0,CALLE,14.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
457,2017-0106,8,19.0,CALLE,14.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
458,2017-0107,9,11.0,AVENIDA,13.0,MOTO-CARGAS,MOTO,CARGAS,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
459,2017-0107,9,11.0,AVENIDA,13.0,MOTO-CARGAS,MOTO,CARGAS,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
460,2017-0108,9,4.0,GRAL PAZ,12.0,AUTO-OBJETO FIJO,OBJETO FIJO,AUTO,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
461,2017-0108,9,4.0,GRAL PAZ,12.0,AUTO-OBJETO FIJO,OBJETO FIJO,AUTO,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
462,2017-0109,9,21.0,AVENIDA,7.0,MOTO-AUTO,MOTO,AUTO,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
463,2017-0109,9,21.0,AVENIDA,7.0,MOTO-AUTO,MOTO,AUTO,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
464,2017-0110,9,14.0,AVENIDA,1.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
465,2017-0110,9,14.0,AVENIDA,1.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
466,2017-0111,9,18.0,CALLE,4.0,PEATON-CARGAS,PEATON,CARGAS,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
467,2017-0111,9,18.0,CALLE,4.0,PEATON-CARGAS,PEATON,CARGAS,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
468,2017-0112,9,9.0,AUTOPISTA,7.0,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
469,2017-0112,9,9.0,AUTOPISTA,7.0,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
470,2017-0113,9,6.0,AVENIDA,1.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
471,2017-0113,9,6.0,AVENIDA,1.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
472,2017-0114,9,2.0,AVENIDA,2.0,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
473,2017-0114,9,2.0,AVENIDA,2.0,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
474,2017-0115,9,18.0,AVENIDA,5.0,MOTO-BICICLETA,MOTO,BICICLETA,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
475,2017-0115,9,18.0,AVENIDA,5.0,MOTO-BICICLETA,MOTO,BICICLETA,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
476,2017-0116,9,22.0,GRAL PAZ,12.0,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
477,2017-0116,9,22.0,GRAL PAZ,12.0,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
478,2017-0118,9,7.0,AVENIDA,4.0,MOTO-AUTO,MOTO,AUTO,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
479,2017-0118,9,7.0,AVENIDA,4.0,MOTO-AUTO,MOTO,AUTO,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
480,2017-0120,10,15.0,AUTOPISTA,9.0,MOTO-CARGAS,MOTO,CARGAS,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
481,2017-0120,10,15.0,AUTOPISTA,9.0,MOTO-CARGAS,MOTO,CARGAS,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
482,2017-0123,10,1.0,AVENIDA,8.0,PEATON-AUTO,PEATON,AUTO,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
483,2017-0123,10,1.0,AVENIDA,8.0,PEATON-AUTO,PEATON,AUTO,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
484,2017-0124,10,14.0,CALLE,15.0,MOTO-PASAJEROS,MOTO,PASAJEROS,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
485,2017-0124,10,14.0,CALLE,15.0,MOTO-PASAJEROS,MOTO,PASAJEROS,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
486,2017-0125,10,6.0,AVENIDA,8.0,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
487,2017-0125,10,6.0,AVENIDA,8.0,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
488,2017-0126,10,6.0,AVENIDA,8.0,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
489,2017-0126,10,6.0,AVENIDA,8.0,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
490,2017-0127,10,7.0,AVENIDA,2.0,MOTO-MOTO,MOTO,MOTO,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
491,2017-0127,10,7.0,AVENIDA,2.0,MOTO-MOTO,MOTO,MOTO,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
492,2017-0128,10,12.0,CALLE,6.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
493,2017-0128,10,12.0,CALLE,6.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
494,2017-0129,10,19.0,AUTOPISTA,9.0,MOTO-PASAJEROS,MOTO,PASAJEROS,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
495,2017-0129,10,19.0,AUTOPISTA,9.0,MOTO-PASAJEROS,MOTO,PASAJEROS,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
496,2017-0130,10,5.0,AVENIDA,15.0,AUTO-CARGAS,AUTO,CARGAS,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
497,2017-0130,10,5.0,AVENIDA,15.0,AUTO-CARGAS,AUTO,CARGAS,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
498,2017-0132,10,14.0,AVENIDA,8.0,MOTO-PASAJEROS,MOTO,PASAJEROS,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
499,2017-0132,10,14.0,AVENIDA,8.0,MOTO-PASAJEROS,MOTO,PASAJEROS,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
500,2017-0134,11,18.0,AVENIDA,8.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
501,2017-0134,11,18.0,AVENIDA,8.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
502,2017-0135,11,12.0,AVENIDA,15.0,MOTO-CARGAS,MOTO,CARGAS,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
503,2017-0135,11,12.0,AVENIDA,15.0,MOTO-CARGAS,MOTO,CARGAS,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
504,2017-0136,11,8.0,AVENIDA,4.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
505,2017-0136,11,8.0,AVENIDA,4.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
506,2017-0137,11,11.0,AVENIDA,11.0,PEATON-CARGAS,PEATON,CARGAS,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
507,2017-0137,11,11.0,AVENIDA,11.0,PEATON-CARGAS,PEATON,CARGAS,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
508,2017-0138,11,10.0,AVENIDA,7.0,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
509,2017-0138,11,10.0,AVENIDA,7.0,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
