,ID,MM,HH,TIPO_DE_CALLE,COMUNA,PARTICIPANTES,VICTIMA,ACUSADO,AÑO,SEMESTRE_x,AMM,N_VICTIMAS,HSV,Cambio_Porcentual
510,2017-0139,11,22.0,AVENIDA,8.0,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
511,2017-0139,11,22.0,AVENIDA,8.0,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
512,2017-0140,11,23.0,AUTOPISTA,4.0,MOTO-PASAJEROS,MOTO,PASAJEROS,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
513,2017-0140,11,23.0,AUTOPISTA,4.0,MOTO-PASAJEROS,MOTO,PASAJEROS,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
514,2017-0141,11,19.0,AVENIDA,6.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
515,2017-0141,11,19.0,AVENIDA,6.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
516,2017-0143,11,21.0,CALLE,11.0,AUTO-PASAJEROS,AUTO,PASAJEROS,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
517,2017-0143,11,21.0,CALLE,11.0,AUTO-PASAJEROS,AUTO,PASAJEROS,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
518,2017-0144,11,6.0,GRAL PAZ,8.0,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
519,2017-0144,11,6.0,GRAL PAZ,8.0,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
520,2017-0145,11,17.0,CALLE,5.0,MOTO-AUTO,MOTO,AUTO,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
521,2017-0145,11,17.0,CALLE,5.0,MOTO-AUTO,MOTO,AUTO,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
522,2017-0147,11,11.0,GRAL PAZ,9.0,MOTO-AUTO,MOTO,AUTO,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
523,2017-0147,11,11.0,GRAL PAZ,9.0,MOTO-AUTO,MOTO,AUTO,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
524,2017-0148,11,10.0,AVENIDA,3.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
525,2017-0148,11,10.0,AVENIDA,3.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
526,2017-0149,11,12.0,AVENIDA,1.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
527,2017-0149,11,12.0,AVENIDA,1.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
528,2017-0150,12,1.0,AVENIDA,9.0,PEATON-AUTO,PEATON,AUTO,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
529,2017-0150,12,1.0,AVENIDA,9.0,PEATON-AUTO,PEATON,AUTO,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
530,2017-0151,12,2.0,CALLE,4.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
531,2017-0151,12,2.0,CALLE,4.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
532,2017-0152,12,17.0,CALLE,4.0,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
533,2017-0152,12,17.0,CALLE,4.0,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
534,2017-0153,12,2.0,AVENIDA,6.0,MOTO-PASAJEROS,MOTO,PASAJEROS,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
535,2017-0153,12,2.0,AVENIDA,6.0,MOTO-PASAJEROS,MOTO,PASAJEROS,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
536,2017-0154,12,9.0,AVENIDA,4.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
537,2017-0154,12,9.0,AVENIDA,4.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
538,2017-0155,12,21.0,AVENIDA,7.0,SD-MOTO,,MOTO,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
539,2017-0155,12,21.0,AVENIDA,7.0,SD-MOTO,,MOTO,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
540,2017-0157,12,9.0,GRAL PAZ,9.0,AUTO-PASAJEROS,AUTO,PASAJEROS,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
541,2017-0157,12,9.0,GRAL PAZ,9.0,AUTO-PASAJEROS,AUTO,PASAJEROS,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
542,2017-0158,12,21.0,GRAL PAZ,11.0,MOTO-AUTO,MOTO,AUTO,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
543,2017-0158,12,21.0,GRAL PAZ,11.0,MOTO-AUTO,MOTO,AUTO,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
544,2017-0159,12,4.0,AVENIDA,1.0,MOTO-AUTO,MOTO,AUTO,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
545,2017-0159,12,4.0,AVENIDA,1.0,MOTO-AUTO,MOTO,AUTO,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
546,2017-0160,12,13.0,AVENIDA,7.0,PEATON-MOTO,PEATON,MOTO,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
547,2017-0160,12,13.0,AVENIDA,7.0,PEATON-MOTO,PEATON,MOTO,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
548,2017-0161,12,15.0,AVENIDA,9.0,PEATON-AUTO,PEATON,AUTO,2017,S2H2,4.10958904109589,69,2.2111047448385124,-14.814814814814826
549,2017-0161,12,15.0,AVENIDA,9.0,PEATON-AUTO,PEATON,AUTO,2017,S2H2,4.10958904109589,71,2.2751947374425274,2.898550724637694
550,2018-0001,1,22.0,AVENIDA,3.0,PEATON-MOTO,PEATON,MOTO,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
551,2018-0001,1,22.0,AVENIDA,3.0,PEATON-MOTO,PEATON,MOTO,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
552,2018-0002,1,16.0,CALLE,1.0,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
553,2018-0002,1,16.0,CALLE,1.0,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
554,2018-0003,1,10.0,AVENIDA,15.0,MULTIPLE,PEATON,MULTIPLE,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
555,2018-0003,1,10.0,AVENIDA,15.0,MULTIPLE,PEATON,MULTIPLE,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
556,2018-0004,1,9.0,AVENIDA,13.0,MULTIPLE,MOTO,MULTIPLE,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
557,2018-0004,1,9.0,AVENIDA,13.0,MULTIPLE,MOTO,MULTIPLE,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
558,2018-0005,1,22.0,AVENIDA,1.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
559,2018-0005,1,22.0,AVENIDA,1.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
560,2018-0006,1,21.0,CALLE,6.0,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
561,2018-0006,1,21.0,CALLE,6.0,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
562,2018-0007,1,2.0,AUTOPISTA,9.0,AUTO-AUTO,AUTO,AUTO,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
563,2018-0007,1,2.0,AUTOPISTA,9.0,AUTO-AUTO,AUTO,AUTO,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
564,2018-0008,1,17.0,AVENIDA,1.0,MOTO-CARGAS,MOTO,CARGAS,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
565,2018-0008,1,17.0,AVENIDA,1.0,MOTO-CARGAS,MOTO,CARGAS,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
566,2018-0009,1,2.0,AVENIDA,4.0,MOTO-MOTO,MOTO,MOTO,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
567,2018-0009,1,2.0,AVENIDA,4.0,MOTO-MOTO,MOTO,MOTO,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
568,2018-0010,1,5.0,CALLE,10.0,MOTO-CARGAS,MOTO,CARGAS,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
569,2018-0010,1,5.0,CALLE,10.0,MOTO-CARGAS,MOTO,CARGAS,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
570,2018-0011,1,10.0,AVENIDA,2.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
571,2018-0011,1,10.0,AVENIDA,2.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
572,2018-0012,1,13.0,CALLE,8.0,MOTO-PASAJEROS,MOTO,PASAJEROS,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
573,2018-0012,1,13.0,CALLE,8.0,MOTO-PASAJEROS,MOTO,PASAJEROS,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
574,2018-0013,1,8.0,AVENIDA,12.0,MOTO-AUTO,MOTO,AUTO,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
575,2018-0013,1,8.0,AVENIDA,12.0,MOTO-AUTO,MOTO,AUTO,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
576,2018-0014,1,20.0,AVENIDA,7.0,PEATON-MOTO,PEATON,MOTO,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
577,2018-0014,1,20.0,AVENIDA,7.0,PEATON-MOTO,PEATON,MOTO,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
578,2018-0015,2,1.0,AVENIDA,4.0,MOTO-PASAJEROS,MOTO,PASAJEROS,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
579,2018-0015,2,1.0,AVENIDA,4.0,MOTO-PASAJEROS,MOTO,PASAJEROS,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
580,2018-0016,2,10.0,AVENIDA,1.0,MOTO-CARGAS,MOTO,CARGAS,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
581,2018-0016,2,10.0,AVENIDA,1.0,MOTO-CARGAS,MOTO,CARGAS,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
582,2018-0017,2,4.0,AVENIDA,7.0,PEATON-AUTO,PEATON,AUTO,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
583,2018-0017,2,4.0,AVENIDA,7.0,PEATON-AUTO,PEATON,AUTO,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
584,2018-0018,2,7.0,CALLE,4.0,MOTO-CARGAS,MOTO,CARGAS,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
585,2018-0018,2,7.0,CALLE,4.0,MOTO-CARGAS,MOTO,CARGAS,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
586,2018-0019,2,12.0,AVENIDA,2.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
587,2018-0019,2,12.0,AVENIDA,2.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
588,2018-0020,2,22.0,AUTOPISTA,8.0,MOTO-CARGAS,MOTO,CARGAS,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
589,2018-0020,2,22.0,AUTOPISTA,8.0,MOTO-CARGAS,MOTO,CARGAS,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
590,2018-0021,2,10.0,AVENIDA,4.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
591,2018-0021,2,10.0,AVENIDA,4.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
592,2018-0022,2,0.0,AVENIDA,4.0,MOTO-CARGAS,MOTO,CARGAS,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
593,2018-0022,2,0.0,AVENIDA,4.0,MOTO-CARGAS,MOTO,CARGAS,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
594,2018-0023,2,6.0,CALLE,6.0,MOTO-AUTO,MOTO,AUTO,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
595,2018-0023,2,6.0,CALLE,6.0,MOTO-AUTO,MOTO,AUTO,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
596,2018-0024,2,23.0,AVENIDA,15.0,PEATON-CARGAS,PEATON,CARGAS,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
597,2018-0024,2,23.0,AVENIDA,15.0,PEATON-CARGAS,PEATON,CARGAS,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
598,2018-0025,3,22.0,AVENIDA,7.0,PEATON-AUTO,PEATON,AUTO,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
599,2018-0025,3,22.0,AVENIDA,7.0,PEATON-AUTO,PEATON,AUTO,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
600,2018-0026,3,4.0,AVENIDA,4.0,MOVIL-CARGAS,MOVIL,CARGAS,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
601,2018-0026,3,4.0,AVENIDA,4.0,MOVIL-CARGAS,MOVIL,CARGAS,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
602,2018-0027,3,23.0,CALLE,5.0,PEATON-MOTO,PEATON,MOTO,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
603,2018-0027,3,23.0,CALLE,5.0,PEATON-MOTO,PEATON,MOTO,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
604,2018-0028,3,15.0,AVENIDA,9.0,PEATON-CARGAS,PEATON,CARGAS,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
605,2018-0028,3,15.0,AVENIDA,9.0,PEATON-CARGAS,PEATON,CARGAS,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
606,2018-0029,3,18.0,AVENIDA,11.0,MOTO-AUTO,MOTO,AUTO,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
607,2018-0029,3,18.0,AVENIDA,11.0,MOTO-AUTO,MOTO,AUTO,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
608,2018-0030,3,1.0,AVENIDA,15.0,MOTO-MOTO,MOTO,MOTO,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
609,2018-0030,3,1.0,AVENIDA,15.0,MOTO-MOTO,MOTO,MOTO,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
610,2018-0031,3,10.0,AVENIDA,11.0,MOTO-CARGAS,MOTO,CARGAS,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
611,2018-0031,3,10.0,AVENIDA,11.0,MOTO-CARGAS,MOTO,CARGAS,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
612,2018-0032,4,13.0,AVENIDA,13.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
613,2018-0032,4,13.0,AVENIDA,13.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
614,2018-0033,4,7.0,AVENIDA,10.0,MOTO-CARGAS,MOTO,CARGAS,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
615,2018-0033,4,7.0,AVENIDA,10.0,MOTO-CARGAS,MOTO,CARGAS,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
616,2018-0034,4,18.0,AVENIDA,2.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
617,2018-0034,4,18.0,AVENIDA,2.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
618,2018-0035,4,16.0,AVENIDA,7.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
619,2018-0035,4,16.0,AVENIDA,7.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
620,2018-0036,4,23.0,AVENIDA,15.0,MOTO-AUTO,MOTO,AUTO,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
621,2018-0036,4,23.0,AVENIDA,15.0,MOTO-AUTO,MOTO,AUTO,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
622,2018-0037,4,18.0,AVENIDA,2.0,PEATON-CARGAS,PEATON,CARGAS,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
623,2018-0037,4,18.0,AVENIDA,2.0,PEATON-CARGAS,PEATON,CARGAS,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
624,2018-0038,4,17.0,AVENIDA,1.0,PEATON-AUTO,PEATON,AUTO,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
625,2018-0038,4,17.0,AVENIDA,1.0,PEATON-AUTO,PEATON,AUTO,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
626,2018-0039,4,22.0,AUTOPISTA,14.0,PEATON-AUTO,PEATON,AUTO,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
627,2018-0039,4,22.0,AUTOPISTA,14.0,PEATON-AUTO,PEATON,AUTO,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
628,2018-0040,4,11.0,CALLE,13.0,PEATON-CARGAS,PEATON,CARGAS,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
629,2018-0040,4,11.0,CALLE,13.0,PEATON-CARGAS,PEATON,CARGAS,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
630,2018-0041,4,13.0,AVENIDA,4.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
631,2018-0041,4,13.0,AVENIDA,4.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
632,2018-0042,4,18.0,CALLE,4.0,MOTO-CARGAS,MOTO,CARGAS,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
633,2018-0042,4,18.0,CALLE,4.0,MOTO-CARGAS,MOTO,CARGAS,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
634,2018-0043,4,6.0,AVENIDA,11.0,MOTO-AUTO,MOTO,AUTO,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
635,2018-0043,4,6.0,AVENIDA,11.0,MOTO-AUTO,MOTO,AUTO,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
636,2018-0044,4,9.0,AVENIDA,3.0,PEATON-AUTO,PEATON,AUTO,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
637,2018-0044,4,9.0,AVENIDA,3.0,PEATON-AUTO,PEATON,AUTO,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
638,2018-0045,4,7.0,AVENIDA,13.0,AUTO-CARGAS,AUTO,CARGAS,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
639,2018-0045,4,7.0,AVENIDA,13.0,AUTO-CARGAS,AUTO,CARGAS,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
640,2018-0046,5,3.0,GRAL PAZ,9.0,PEATON-AUTO,PEATON,AUTO,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
641,2018-0046,5,3.0,GRAL PAZ,9.0,PEATON-AUTO,PEATON,AUTO,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
642,2018-0047,5,19.0,AVENIDA,15.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
643,2018-0047,5,19.0,AVENIDA,15.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
644,2018-0048,5,10.0,AVENIDA,7.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
645,2018-0048,5,10.0,AVENIDA,7.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
646,2018-0049,5,19.0,CALLE,13.0,PEATON-AUTO,PEATON,AUTO,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
647,2018-0049,5,19.0,CALLE,13.0,PEATON-AUTO,PEATON,AUTO,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
648,2018-0050,5,18.0,AVENIDA,13.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
649,2018-0050,5,18.0,AVENIDA,13.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
650,2018-0051,5,21.0,CALLE,4.0,PEATON-AUTO,PEATON,AUTO,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
651,2018-0051,5,21.0,CALLE,4.0,PEATON-AUTO,PEATON,AUTO,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
652,2018-0052,5,20.0,AVENIDA,15.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
653,2018-0052,5,20.0,AVENIDA,15.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
654,2018-0053,5,2.0,CALLE,3.0,MOTO-AUTO,MOTO,AUTO,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
655,2018-0053,5,2.0,CALLE,3.0,MOTO-AUTO,MOTO,AUTO,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
656,2018-0054,5,11.0,CALLE,12.0,PEATON-BICICLETA,PEATON,BICICLETA,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
657,2018-0054,5,11.0,CALLE,12.0,PEATON-BICICLETA,PEATON,BICICLETA,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
658,2018-0055,5,7.0,AVENIDA,3.0,MOTO-AUTO,MOTO,AUTO,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
659,2018-0055,5,7.0,AVENIDA,3.0,MOTO-AUTO,MOTO,AUTO,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
660,2018-0056,6,13.0,AVENIDA,9.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
661,2018-0056,6,13.0,AVENIDA,9.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
662,2018-0057,6,3.0,CALLE,3.0,MOTO-PASAJEROS,MOTO,PASAJEROS,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
663,2018-0057,6,3.0,CALLE,3.0,MOTO-PASAJEROS,MOTO,PASAJEROS,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
664,2018-0058,6,6.0,AVENIDA,15.0,MOTO-AUTO,MOTO,AUTO,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
665,2018-0058,6,6.0,AVENIDA,15.0,MOTO-AUTO,MOTO,AUTO,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
666,2018-0059,6,6.0,AVENIDA,5.0,MOTO-MOVIL,MOTO,OTRO,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
667,2018-0059,6,6.0,AVENIDA,5.0,MOTO-MOVIL,MOTO,OTRO,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
668,2018-0060,6,12.0,AVENIDA,1.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
669,2018-0060,6,12.0,AVENIDA,1.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
670,2018-0061,6,11.0,CALLE,3.0,MOTO-MOTO,MOTO,MOTO,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
671,2018-0061,6,11.0,CALLE,3.0,MOTO-MOTO,MOTO,MOTO,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
672,2018-0062,6,1.0,CALLE,6.0,PEATON-CARGAS,PEATON,CARGAS,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
673,2018-0062,6,1.0,CALLE,6.0,PEATON-CARGAS,PEATON,CARGAS,2018,S3H1,-6.428571428571428,79,2.5315547078585867,12.857142857142856
674,2018-0063,6,21.0,AVENIDA,1.0,PEATON-PASAJEROS,PEATON,PASAJEROS,2018,S3H1,-6.428571428571428,70,2.24314974114052,-1.4084507042253613
