,ID hecho,AAA,MM,DD,FECHA ,VEHICULO_VICTIMA,SEXO_VICTIMA,EDAD_VICTIMA,GRAVEDAD
5119,LC-2019-0328078,2019,5,26,2019-05-26,,Varon,55.0,
5120,LC-2019-0328100,2019,5,26,2019-05-26,,MUJER,,
5121,LC-2019-0328182,2019,5,26,2019-05-26,,Varon,37.0,
5122,LC-2019-0328182,2019,5,26,2019-05-26,,Mujer,37.0,
5123,LC-2019-0328282,2019,5,26,2019-05-26,,Varon,76.0,
5124,LC-2019-0328307,2019,5,26,2019-05-26,,Varon,,
5125,LC-2019-0328374,2019,5,26,2019-05-26,,Mujer,65.0,
5126,LC-2019-0050175,2019,1,24,2019-01-24,,Varon,23.0,
5127,LC-2019-0328400,2019,5,26,2019-05-26,,Mujer,66.0,
5128,LC-2019-0328415,2019,5,26,2019-05-26,,Varon,21.0,
5129,LC-2019-0328506,2019,5,26,2019-05-26,,Mujer,27.0,
5130,LC-2019-0328506,2019,5,26,2019-05-26,,Varon,27.0,
5131,LC-2019-0328506,2019,5,26,2019-05-26,,Varon,23.0,
5132,LC-2019-0326319,2019,5,27,2019-05-27,,Varon,44.0,
5133,LC-2019-0328481,2019,5,27,2019-05-27,,Varon,,
5134,LC-2019-0328581,2019,5,27,2019-05-27,,Mujer,79.0,
5135,LC-2019-0328697,2019,5,27,2019-05-27,,Varon,22.0,
5136,LC-2019-0328844,2019,5,27,2019-05-27,,Varon,65.0,
5137,LC-2019-0328862,2019,5,27,2019-05-27,,MUJER,7.0,
5138,LC-2019-0328906,2019,5,27,2019-05-27,,Varon,27.0,
5139,LC-2019-0329030,2019,5,27,2019-05-27,,Varon,,
5140,LC-2019-0329126,2019,5,27,2019-05-27,,Varon,25.0,
5141,LC-2019-0329126,2019,5,27,2019-05-27,,Varon,25.0,
5142,LC-2019-0329434,2019,5,27,2019-05-27,,Mujer,85.0,
5143,LC-2019-0329505,2019,5,27,2019-05-27,,Mujer,42.0,
5144,LC-2019-0329579,2019,5,27,2019-05-27,,Mujer,67.0,
5145,LC-2019-0330133,2019,5,27,2019-05-27,,Varon,,
5146,LC-2019-0330294,2019,5,27,2019-05-27,,Varon,46.0,
5147,LC-2019-0330303,2019,5,27,2019-05-27,,Varon,27.0,
5148,LC-2019-0330380,2019,5,27,2019-05-27,,Varon,20.0,
5149,LC-2019-0330599,2019,5,27,2019-05-27,,Mujer,26.0,
5150,LC-2019-0330680,2019,5,27,2019-05-27,,Mujer,57.0,
5151,LC-2019-0331045,2019,5,27,2019-05-27,,Varon,,
5152,LC-2019-0331046,2019,5,27,2019-05-27,,,,
5153,LC-2019-0331063,2019,5,27,2019-05-27,,Varon,58.0,
5154,LC-2019-0331063,2019,5,27,2019-05-27,,Mujer,58.0,
5155,LC-2019-0331072,2019,5,27,2019-05-27,,Varon,39.0,
5156,LC-2019-0331131,2019,5,27,2019-05-27,,Varon,35.0,
5157,LC-2019-0331175,2019,5,27,2019-05-27,,Varon,30.0,
5158,LC-2019-0331272,2019,5,27,2019-05-27,,Varon,,
5159,LC-2019-0335520,2019,5,27,2019-05-27,,Mujer,22.0,
5160,LC-2019-0336319,2019,5,27,2019-05-27,,MUJER,,
5161,LC-2019-0349372,2019,5,27,2019-05-27,,Varon,87.0,
5162,LC-2019-0331522,2019,5,28,2019-05-28,,Mujer,,
5163,LC-2019-0331527,2019,5,28,2019-05-28,,Mujer,69.0,
5164,LC-2019-0331602,2019,5,28,2019-05-28,,Varon,65.0,
5165,LC-2019-0331602,2019,5,28,2019-05-28,,Varon,65.0,
5166,LC-2019-0331602,2019,5,28,2019-05-28,,Varon,,
5167,LC-2019-0331893,2019,5,28,2019-05-28,,Mujer,29.0,
5168,LC-2019-0332004,2019,5,28,2019-05-28,,Varon,23.0,
5169,LC-2019-0332197,2019,5,28,2019-05-28,,Varon,24.0,
5170,LC-2019-0332197,2019,5,28,2019-05-28,,Mujer,24.0,
5171,LC-2019-0332306,2019,5,28,2019-05-28,,Mujer,30.0,
5172,LC-2019-0332363,2019,5,28,2019-05-28,,Mujer,,
5173,LC-2019-0332404,2019,5,28,2019-05-28,,Mujer,,
5174,LC-2019-0332408,2019,5,28,2019-05-28,,MUJER,44.0,
5175,LC-2019-0332441,2019,5,28,2019-05-28,,Varon,50.0,
5176,LC-2019-0332614,2019,5,28,2019-05-28,,Varon,80.0,
5177,LC-2019-0332697,2019,5,28,2019-05-28,,Varon,47.0,
5178,LC-2019-0332699,2019,5,28,2019-05-28,,Mujer,,
5179,LC-2019-0332742,2019,5,28,2019-05-28,,Mujer,29.0,
5180,LC-2019-0332837,2019,5,28,2019-05-28,,Varon,,
5181,LC-2019-0332887,2019,5,28,2019-05-28,,,,
5182,LC-2019-0332914,2019,5,28,2019-05-28,,Mujer,61.0,
5183,LC-2019-0333013,2019,5,28,2019-05-28,,MUJER,,
5184,LC-2019-0333013,2019,5,28,2019-05-28,,MUJER,,
5185,LC-2019-0333040,2019,5,28,2019-05-28,,Varon,29.0,
5186,LC-2019-0333181,2019,5,28,2019-05-28,,Mujer,39.0,
5187,LC-2019-0333184,2019,5,28,2019-05-28,,Varon,27.0,
5188,LC-2019-0333211,2019,5,28,2019-05-28,,Varon,34.0,
5189,LC-2019-0333531,2019,5,28,2019-05-28,,Varon,51.0,
5190,LC-2019-0333532,2019,5,28,2019-05-28,,MUJER,,
5191,LC-2019-0333543,2019,5,28,2019-05-28,,Varon,70.0,
5192,LC-2019-0333546,2019,5,28,2019-05-28,,Varon,,
5193,LC-2019-0333546,2019,5,28,2019-05-28,,Mujer,,
5194,LC-2019-0333546,2019,5,28,2019-05-28,,Varon,,
5195,LC-2019-0333546,2019,5,28,2019-05-28,,Mujer,23.0,
5196,LC-2019-0333606,2019,5,28,2019-05-28,,Mujer,57.0,
5197,LC-2019-0333643,2019,5,28,2019-05-28,,Varon,41.0,
5198,LC-2019-0333644,2019,5,28,2019-05-28,,Mujer,31.0,
5199,LC-2019-0333644,2019,5,28,2019-05-28,,Varon,31.0,
5200,LC-2019-0333644,2019,5,28,2019-05-28,,Varon,,
5201,LC-2019-0333666,2019,5,28,2019-05-28,,Varon,50.0,
5202,LC-2019-0333764,2019,5,28,2019-05-28,,Varon,27.0,
5203,LC-2019-0333768,2019,5,28,2019-05-28,,Varon,46.0,
5204,LC-2019-0333958,2019,5,28,2019-05-28,,Varon,28.0,
5205,LC-2019-0333971,2019,5,28,2019-05-28,,Varon,27.0,
5206,LC-2019-0334007,2019,5,28,2019-05-28,,Varon,,
5207,LC-2019-0334075,2019,5,28,2019-05-28,,Mujer,34.0,
5208,LC-2019-0334108,2019,5,28,2019-05-28,,Varon,,
5209,LC-2019-0334124,2019,5,28,2019-05-28,,Varon,31.0,
5210,LC-2019-0334163,2019,5,28,2019-05-28,,Mujer,46.0,
5211,LC-2019-0340185,2019,5,28,2019-05-28,,Mujer,59.0,
5212,LC-2019-0341157,2019,5,28,2019-05-28,,,,
5213,LC-2019-0334084,2019,5,29,2019-05-29,,Mujer,,
5214,LC-2019-0334093,2019,5,29,2019-05-29,,Mujer,37.0,
5215,LC-2019-0334491,2019,5,29,2019-05-29,,Varon,27.0,
5216,LC-2019-0334553,2019,5,29,2019-05-29,,Mujer,49.0,
5217,LC-2019-0334683,2019,5,29,2019-05-29,,Mujer,42.0,
5218,LC-2019-0334774,2019,5,29,2019-05-29,,Mujer,36.0,
5219,LC-2019-0334876,2019,5,29,2019-05-29,,Varon,41.0,
5220,LC-2019-0334951,2019,5,29,2019-05-29,,,,
5221,LC-2019-0335123,2019,5,29,2019-05-29,,Varon,,
5222,LC-2019-0335123,2019,5,29,2019-05-29,,Varon,,
5223,LC-2019-0335500,2019,5,29,2019-05-29,,Varon,41.0,
5224,LC-2019-0335500,2019,5,29,2019-05-29,,Varon,41.0,
5225,LC-2019-0335753,2019,5,29,2019-05-29,,Mujer,62.0,
5226,LC-2019-0335762,2019,5,29,2019-05-29,,Varon,25.0,
5227,LC-2019-0335793,2019,5,29,2019-05-29,,,,
5228,LC-2019-0335794,2019,5,29,2019-05-29,,Varon,23.0,
5229,LC-2019-0335794,2019,5,29,2019-05-29,,Varon,23.0,
5230,LC-2019-0335801,2019,5,29,2019-05-29,,Varon,20.0,
5231,LC-2019-0335801,2019,5,29,2019-05-29,,Varon,20.0,
5232,LC-2019-0335820,2019,5,29,2019-05-29,,Varon,25.0,
5233,LC-2019-0335849,2019,5,29,2019-05-29,,Varon,29.0,
5234,LC-2019-0340667,2019,5,29,2019-05-29,,Varon,22.0,
5235,LC-2019-0335897,2019,5,30,2019-05-30,,Varon,37.0,
5236,LC-2019-0335920,2019,5,30,2019-05-30,,Varon,32.0,
5237,LC-2019-0336236,2019,5,30,2019-05-30,,Varon,,
5238,LC-2019-0336713,2019,5,30,2019-05-30,,Varon,40.0,
5239,LC-2019-0336822,2019,5,30,2019-05-30,,,,
5240,LC-2019-0336874,2019,5,30,2019-05-30,,Varon,,
5241,LC-2019-0336989,2019,5,30,2019-05-30,,Mujer,80.0,
5242,LC-2019-0337050,2019,5,30,2019-05-30,,Mujer,,
5243,LC-2019-0337051,2019,5,30,2019-05-30,,Mujer,83.0,
5244,LC-2019-0337198,2019,5,30,2019-05-30,,Mujer,62.0,
5245,LC-2019-0337257,2019,5,30,2019-05-30,,Mujer,75.0,
5246,LC-2019-0337316,2019,5,30,2019-05-30,,Varon,32.0,
5247,LC-2019-0337359,2019,5,30,2019-05-30,,Varon,21.0,
5248,LC-2019-0337390,2019,5,30,2019-05-30,,MUJER,60.0,
5249,LC-2019-0337497,2019,5,30,2019-05-30,,Varon,56.0,
5250,LC-2019-0337577,2019,5,30,2019-05-30,,Varon,,
5251,LC-2019-0337581,2019,5,30,2019-05-30,,Varon,,
5252,LC-2019-0337583,2019,5,30,2019-05-30,,Varon,42.0,
5253,LC-2019-0337640,2019,5,30,2019-05-30,,Varon,23.0,
5254,LC-2019-0337654,2019,5,30,2019-05-30,,Varon,23.0,
5255,LC-2019-0337672,2019,5,30,2019-05-30,,Varon,,
5256,LC-2019-0337724,2019,5,30,2019-05-30,,Varon,48.0,
5257,LC-2019-0338083,2019,5,30,2019-05-30,,Varon,,
5258,LC-2019-0338134,2019,5,30,2019-05-30,,Mujer,61.0,
5259,LC-2019-0338138,2019,5,30,2019-05-30,,Mujer,27.0,
5260,LC-2019-0338175,2019,5,30,2019-05-30,,Varon,24.0,
5261,LC-2019-0338240,2019,5,30,2019-05-30,,Mujer,31.0,
5262,LC-2019-0338240,2019,5,30,2019-05-30,,Varon,31.0,
5263,LC-2019-0338241,2019,5,30,2019-05-30,,,,
5264,LC-2019-0338248,2019,5,30,2019-05-30,,,,
5265,LC-2019-0338288,2019,5,30,2019-05-30,,Varon,,
5266,LC-2019-0338312,2019,5,30,2019-05-30,,Varon,,
5267,LC-2019-0338318,2019,5,30,2019-05-30,,Varon,35.0,
5268,LC-2019-0338402,2019,5,30,2019-05-30,,Mujer,24.0,
5269,LC-2019-0338409,2019,5,30,2019-05-30,,Varon,45.0,
5270,LC-2019-0338512,2019,5,30,2019-05-30,,Varon,29.0,
5271,LC-2019-0340414,2019,5,30,2019-05-30,,Varon,33.0,
5272,LC-2019-0340677,2019,5,30,2019-05-30,,Mujer,31.0,
5273,LC-2019-0338718,2019,5,31,2019-05-31,,Varon,,
5274,LC-2019-0338795,2019,5,31,2019-05-31,,Varon,29.0,
5275,LC-2019-0338868,2019,5,31,2019-05-31,,Varon,,
5276,LC-2019-0339318,2019,5,31,2019-05-31,,Varon,65.0,
5277,LC-2019-0339433,2019,5,31,2019-05-31,,Mujer,49.0,
5278,LC-2019-0339448,2019,5,31,2019-05-31,,Varon,,
5279,LC-2019-0339455,2019,5,31,2019-05-31,,Mujer,52.0,
5280,LC-2019-0339455,2019,5,31,2019-05-31,,Varon,52.0,
5281,LC-2019-0339473,2019,5,31,2019-05-31,,Varon,50.0,
5282,LC-2019-0339669,2019,5,31,2019-05-31,,MUJER,33.0,
5283,LC-2019-0339846,2019,5,31,2019-05-31,,Varon,34.0,
5284,LC-2019-0339908,2019,5,31,2019-05-31,,Varon,35.0,
5285,LC-2019-0339925,2019,5,31,2019-05-31,,Mujer,,
5286,LC-2019-0339984,2019,5,31,2019-05-31,,Varon,26.0,
5287,LC-2019-0340088,2019,5,31,2019-05-31,,Varon,36.0,
5288,LC-2019-0340184,2019,5,31,2019-05-31,,Varon,68.0,
5289,LC-2019-0340236,2019,5,31,2019-05-31,,Varon,37.0,
5290,LC-2019-0340320,2019,5,31,2019-05-31,,Varon,26.0,
5291,LC-2019-0340320,2019,5,31,2019-05-31,,Varon,26.0,
5292,LC-2019-0340535,2019,5,31,2019-05-31,,Varon,38.0,
5293,LC-2019-0340535,2019,5,31,2019-05-31,,Mujer,38.0,
5294,LC-2019-0340688,2019,5,31,2019-05-31,,Varon,27.0,
5295,LC-2019-0340688,2019,5,31,2019-05-31,,Mujer,27.0,
5296,LC-2019-0340792,2019,5,31,2019-05-31,,Varon,25.0,
5297,LC-2019-0340851,2019,5,31,2019-05-31,,Varon,37.0,
5298,LC-2019-0340946,2019,5,31,2019-05-31,,Mujer,20.0,
5299,LC-2019-0340996,2019,5,31,2019-05-31,,MUJER,,
5300,LC-2019-0341027,2019,5,31,2019-05-31,,Varon,,
5301,LC-2019-0341073,2019,5,31,2019-05-31,,Mujer,19.0,
5302,LC-2019-0341077,2019,5,31,2019-05-31,,Varon,50.0,
5303,LC-2019-0341178,2019,5,31,2019-05-31,,Varon,32.0,
5304,LC-2019-0341183,2019,5,31,2019-05-31,,Varon,28.0,
5305,LC-2019-0341233,2019,5,31,2019-05-31,,Varon,50.0,
5306,LC-2019-0341236,2019,5,31,2019-05-31,,Mujer,34.0,
5307,LC-2019-0341335,2019,5,31,2019-05-31,,Mujer,,
5308,LC-2019-0341370,2019,5,31,2019-05-31,,Varon,24.0,
5309,LC-2019-0341425,2019,5,31,2019-05-31,,MUJER,57.0,
5310,LC-2019-0341435,2019,5,31,2019-05-31,,Mujer,47.0,
5311,LC-2019-0341673,2019,5,31,2019-05-31,,Varon,,
5312,LC-2019-0341673,2019,5,31,2019-05-31,,Varon,,
5313,LC-2019-0344108,2019,5,31,2019-05-31,,MUJER,,
5314,LC-2019-0361191,2019,5,31,2019-05-31,,Varon,71.0,
5315,LC-2019-0372785,2019,5,31,2019-05-31,,Mujer,40.0,
5316,LC-2019-0341545,2019,6,1,2019-06-01,,Varon,43.0,
5317,LC-2019-0341615,2019,6,1,2019-06-01,,Varon,,
5318,LC-2019-0341692,2019,6,1,2019-06-01,,,,
5319,LC-2019-0341794,2019,6,1,2019-06-01,,Mujer,,
5320,LC-2019-0341811,2019,6,1,2019-06-01,,Varon,43.0,
5321,LC-2019-0341811,2019,6,1,2019-06-01,,Varon,43.0,
5322,LC-2019-0341851,2019,6,1,2019-06-01,,Varon,,
5323,LC-2019-0341875,2019,6,1,2019-06-01,,Varon,29.0,
5324,LC-2019-0341931,2019,6,1,2019-06-01,,Mujer,72.0,
5325,LC-2019-0341932,2019,6,1,2019-06-01,,Varon,27.0,
5326,LC-2019-0342003,2019,6,1,2019-06-01,,Mujer,53.0,
5327,LC-2019-0342084,2019,6,1,2019-06-01,,Mujer,21.0,
5328,LC-2019-0342084,2019,6,1,2019-06-01,,Varon,21.0,
5329,LC-2019-0342145,2019,6,1,2019-06-01,,Varon,44.0,
5330,LC-2019-0342256,2019,6,1,2019-06-01,,MUJER,,
5331,LC-2019-0342269,2019,6,1,2019-06-01,,Mujer,56.0,
5332,LC-2019-0342353,2019,6,1,2019-06-01,,Varon,43.0,
5333,LC-2019-0342410,2019,6,1,2019-06-01,,Mujer,29.0,
5334,LC-2019-0342410,2019,6,1,2019-06-01,,Varon,29.0,
5335,LC-2019-0342479,2019,6,1,2019-06-01,,Mujer,76.0,
5336,LC-2019-0342582,2019,6,1,2019-06-01,,Varon,45.0,
5337,LC-2019-0342697,2019,6,1,2019-06-01,,Mujer,26.0,
5338,LC-2019-0342770,2019,6,1,2019-06-01,,Mujer,32.0,
5339,LC-2019-0342808,2019,6,1,2019-06-01,,Varon,29.0,
5340,LC-2019-0342850,2019,6,1,2019-06-01,,Varon,24.0,
5341,LC-2019-0342862,2019,6,1,2019-06-01,,Mujer,52.0,
5342,LC-2019-0342868,2019,6,1,2019-06-01,,Varon,38.0,
5343,LC-2019-0343089,2019,6,1,2019-06-01,,Varon,26.0,
5344,LC-2019-0343132,2019,6,1,2019-06-01,,Mujer,47.0,
5345,LC-2019-0365787,2019,6,1,2019-06-01,,Mujer,36.0,
5346,LC-2019-0343091,2019,6,2,2019-06-02,,Varon,40.0,
5347,LC-2019-0343265,2019,6,2,2019-06-02,,Varon,,
5348,LC-2019-0343267,2019,6,2,2019-06-02,,Mujer,18.0,
5349,LC-2019-0343289,2019,6,2,2019-06-02,,Mujer,27.0,
5350,LC-2019-0343308,2019,6,2,2019-06-02,,Mujer,25.0,
5351,LC-2019-0343320,2019,6,2,2019-06-02,,Mujer,32.0,
5352,LC-2019-0343320,2019,6,2,2019-06-02,,Varon,32.0,
5353,LC-2019-0343325,2019,6,2,2019-06-02,,Varon,46.0,
5354,LC-2019-0343363,2019,6,2,2019-06-02,,Varon,25.0,
5355,LC-2019-0343363,2019,6,2,2019-06-02,,Varon,25.0,
5356,LC-2019-0343448,2019,6,2,2019-06-02,,Mujer,,
5357,LC-2019-0343577,2019,6,2,2019-06-02,,Varon,72.0,
5358,LC-2019-0343586,2019,6,2,2019-06-02,,Varon,30.0,
5359,LC-2019-0357061,2019,6,7,2019-06-07,,Varon,26.0,
5360,LC-2019-0343621,2019,6,2,2019-06-02,,Mujer,29.0,
5361,LC-2019-0343621,2019,6,2,2019-06-02,,Varon,29.0,
5362,LC-2019-0343638,2019,6,2,2019-06-02,,Varon,47.0,
5363,LC-2019-0343638,2019,6,2,2019-06-02,,Varon,47.0,
5364,LC-2019-0343746,2019,6,2,2019-06-02,,Mujer,31.0,
5365,LC-2019-0343746,2019,6,2,2019-06-02,,Mujer,31.0,
5366,LC-2019-0343814,2019,6,2,2019-06-02,,Mujer,37.0,
5367,LC-2019-0344178,2019,6,2,2019-06-02,,Varon,,
5368,LC-2019-0344235,2019,6,2,2019-06-02,,Varon,26.0,
5369,LC-2019-0344245,2019,6,2,2019-06-02,,Varon,,
5370,LC-2019-0345985,2019,6,2,2019-06-02,,Varon,28.0,
5371,LC-2019-0351688,2019,6,2,2019-06-02,,Varon,24.0,
5372,LC-2019-0358305,2019,6,2,2019-06-02,,Mujer,32.0,
5373,LC-2019-0343690,2019,6,2,2019-06-02,,mujer,23.0,
5374,LC-2019-0344092,2019,6,3,2019-06-03,,Mujer,,
5375,LC-2019-0344425,2019,6,3,2019-06-03,,Varon,27.0,
5376,LC-2019-0344425,2019,6,3,2019-06-03,,Varon,27.0,
5377,LC-2019-0344425,2019,6,3,2019-06-03,,Varon,24.0,
5378,LC-2019-0344457,2019,6,3,2019-06-03,,Mujer,,
5379,LC-2019-0344523,2019,6,3,2019-06-03,,Varon,41.0,
5380,LC-2019-0344523,2019,6,3,2019-06-03,,Mujer,41.0,
5381,LC-2019-0344572,2019,6,3,2019-06-03,,Varon,56.0,
5382,LC-2019-0344792,2019,6,3,2019-06-03,,Varon,52.0,
5383,LC-2019-0345019,2019,6,3,2019-06-03,,Varon,37.0,
5384,LC-2019-0345118,2019,6,3,2019-06-03,,Varon,,
5385,LC-2019-0345141,2019,6,3,2019-06-03,,Mujer,71.0,
5386,LC-2019-0345382,2019,6,3,2019-06-03,,Varon,33.0,
5387,LC-2019-0690560,2019,11,2,2019-11-02,,Varon,25.0,
5388,LC-2019-0345426,2019,6,3,2019-06-03,,Varon,38.0,
5389,LC-2019-0345476,2019,6,3,2019-06-03,,Varon,80.0,
5390,LC-2019-0734959,2019,11,21,2019-11-21,,Varon,18.0,
5391,LC-2019-0345593,2019,6,3,2019-06-03,,Varon,51.0,
5392,LC-2019-0345839,2019,6,3,2019-06-03,,Varon,47.0,
5393,LC-2019-0345839,2019,6,3,2019-06-03,,Mujer,47.0,
5394,LC-2019-0345876,2019,6,3,2019-06-03,,Varon,27.0,
5395,LC-2019-0346308,2019,6,3,2019-06-03,,Varon,26.0,
5396,LC-2019-0346322,2019,6,3,2019-06-03,,Mujer,,
5397,LC-2019-0346339,2019,6,3,2019-06-03,,Mujer,29.0,
5398,LC-2019-0346364,2019,6,3,2019-06-03,,,,
5399,LC-2019-0346367,2019,6,3,2019-06-03,,Varon,24.0,
5400,LC-2019-0346387,2019,6,3,2019-06-03,,Varon,32.0,
5401,LC-2019-0346472,2019,6,3,2019-06-03,,Varon,75.0,
5402,LC-2019-0346478,2019,6,3,2019-06-03,,Mujer,17.0,
5403,LC-2019-0346478,2019,6,3,2019-06-03,,Mujer,17.0,
5404,LC-2019-0346478,2019,6,3,2019-06-03,,Varon,,
5405,LC-2019-0346638,2019,6,3,2019-06-03,,Varon,32.0,
5406,LC-2019-0346807,2019,6,3,2019-06-03,,Varon,23.0,
5407,LC-2019-0346809,2019,6,3,2019-06-03,,Varon,32.0,
5408,LC-2019-0346837,2019,6,3,2019-06-03,,Mujer,24.0,
5409,LC-2019-0346837,2019,6,3,2019-06-03,,Varon,24.0,
5410,LC-2019-0346865,2019,6,3,2019-06-03,,Mujer,,
5411,LC-2019-0346961,2019,6,3,2019-06-03,,Varon,30.0,
5412,LC-2019-0347124,2019,6,3,2019-06-03,,Varon,,
5413,LC-2019-0347161,2019,6,3,2019-06-03,,Varon,52.0,
5414,LC-2019-0347161,2019,6,3,2019-06-03,,Varon,52.0,
5415,LC-2019-0361282,2019,6,3,2019-06-03,,Mujer,,
5416,LC-2019-0381150,2019,6,3,2019-06-03,,Mujer,53.0,
5417,LC-2019-0347089,2019,6,4,2019-06-04,,Varon,23.0,
5418,LC-2019-0347180,2019,6,4,2019-06-04,,Varon,34.0,
5419,LC-2019-0347180,2019,6,4,2019-06-04,,Mujer,34.0,
5420,LC-2019-0347232,2019,6,4,2019-06-04,,Varon,28.0,
5421,LC-2019-0347536,2019,6,4,2019-06-04,,Varon,42.0,
5422,LC-2019-0347613,2019,6,4,2019-06-04,,Mujer,,
5423,LC-2019-0735962,2019,11,21,2019-11-21,,Varon,18.0,
5424,LC-2019-0347643,2019,6,4,2019-06-04,,,,
5425,LC-2019-0347689,2019,6,4,2019-06-04,,Varon,36.0,
5426,LC-2019-0347791,2019,6,4,2019-06-04,,Varon,22.0,
5427,LC-2019-0347840,2019,6,4,2019-06-04,,Varon,30.0,
5428,LC-2019-0347840,2019,6,4,2019-06-04,,Varon,30.0,
5429,LC-2019-0348028,2019,6,4,2019-06-04,,Mujer,31.0,
5430,LC-2019-0348169,2019,6,4,2019-06-04,,,,
5431,LC-2019-0348184,2019,6,4,2019-06-04,,Varon,19.0,
5432,LC-2019-0348314,2019,6,4,2019-06-04,,Mujer,31.0,
5433,LC-2019-0348392,2019,6,4,2019-06-04,,Varon,43.0,
5434,LC-2019-0348418,2019,6,4,2019-06-04,,Varon,68.0,
5435,LC-2019-0348447,2019,6,4,2019-06-04,,Varon,44.0,
5436,LC-2019-0348447,2019,6,4,2019-06-04,,Mujer,44.0,
5437,LC-2019-0348447,2019,6,4,2019-06-04,,Varon,31.0,
5438,LC-2019-0348447,2019,6,4,2019-06-04,,Varon,62.0,
5439,LC-2019-0348447,2019,6,4,2019-06-04,,Mujer,40.0,
5440,LC-2019-0348447,2019,6,4,2019-06-04,,Mujer,,
5441,LC-2019-0348447,2019,6,4,2019-06-04,,Mujer,1.0,
5442,LC-2019-0348447,2019,6,4,2019-06-04,,Mujer,,
5443,LC-2019-0348466,2019,6,4,2019-06-04,,Varon,,
5444,LC-2019-0348504,2019,6,4,2019-06-04,,Varon,40.0,
5445,LC-2019-0348616,2019,6,4,2019-06-04,,Mujer,,
5446,LC-2019-0348690,2019,6,4,2019-06-04,,Varon,,
5447,LC-2019-0348862,2019,6,4,2019-06-04,,Varon,23.0,
5448,LC-2019-0348907,2019,6,4,2019-06-04,,Mujer,30.0,
5449,LC-2019-0348932,2019,6,4,2019-06-04,,Mujer,28.0,
5450,LC-2019-0349134,2019,6,4,2019-06-04,,Mujer,68.0,
5451,LC-2019-0349283,2019,6,4,2019-06-04,,Varon,32.0,
5452,LC-2019-0349622,2019,6,4,2019-06-04,,Varon,35.0,
5453,LC-2019-0349712,2019,6,4,2019-06-04,,Mujer,31.0,
5454,LC-2019-0352131,2019,6,4,2019-06-04,,Varon,38.0,
5455,LC-2019-0352270,2019,6,4,2019-06-04,,Mujer,70.0,
5456,LC-2019-0352330,2019,6,4,2019-06-04,,Varon,,
5457,LC-2019-0356174,2019,6,4,2019-06-04,,Mujer,53.0,
5458,LC-2019-0356174,2019,6,4,2019-06-04,,Varon,53.0,
5459,LC-2019-0361224,2019,6,4,2019-06-04,,Varon,31.0,
5460,LC-2019-0380510,2019,6,4,2019-06-04,,Mujer,28.0,
5461,LC-2019-0213677,2019,6,4,2019-06-04,,varon,40.0,
5462,LC-2019-0349100,2019,6,5,2019-06-05,,Varon,40.0,
5463,LC-2019-0349100,2019,6,5,2019-06-05,,Varon,40.0,
5464,LC-2019-0349751,2019,6,5,2019-06-05,,Varon,26.0,
5465,LC-2019-0350014,2019,6,5,2019-06-05,,Varon,39.0,
5466,LC-2019-0350300,2019,6,5,2019-06-05,,Varon,44.0,
5467,LC-2019-0350396,2019,6,5,2019-06-05,,Varon,52.0,
5468,LC-2019-0350399,2019,6,5,2019-06-05,,Varon,,
5469,LC-2019-0350417,2019,6,5,2019-06-05,,Mujer,57.0,
5470,LC-2019-0350581,2019,6,5,2019-06-05,,Varon,,
5471,LC-2019-0350592,2019,6,5,2019-06-05,,Varon,33.0,
5472,LC-2019-0350656,2019,6,5,2019-06-05,,Mujer,,
5473,LC-2019-0350680,2019,6,5,2019-06-05,,Mujer,62.0,
5474,LC-2019-0350729,2019,6,5,2019-06-05,,Varon,,
5475,LC-2019-0350772,2019,6,5,2019-06-05,,Varon,,
5476,LC-2019-0350808,2019,6,5,2019-06-05,,Varon,54.0,
5477,LC-2019-0350883,2019,6,5,2019-06-05,,Mujer,63.0,
5478,LC-2019-0350909,2019,6,5,2019-06-05,,MUJER,36.0,
5479,LC-2019-0350919,2019,6,5,2019-06-05,,Varon,,
5480,LC-2019-0351037,2019,6,5,2019-06-05,,Varon,,
5481,LC-2019-0351084,2019,6,5,2019-06-05,,Varon,23.0,
5482,LC-2019-0351086,2019,6,5,2019-06-05,,Mujer,47.0,
5483,LC-2019-0351104,2019,6,5,2019-06-05,,Varon,32.0,
5484,LC-2019-0351174,2019,6,5,2019-06-05,,Varon,47.0,
5485,LC-2019-0351241,2019,6,5,2019-06-05,,Varon,,
5486,LC-2019-0351347,2019,6,5,2019-06-05,,Varon,,
5487,LC-2019-0351362,2019,6,5,2019-06-05,,Mujer,,
5488,LC-2019-0351471,2019,6,5,2019-06-05,,Varon,,
5489,LC-2019-0351623,2019,6,5,2019-06-05,,Mujer,27.0,
5490,LC-2019-0351623,2019,6,5,2019-06-05,,Mujer,27.0,
5491,LC-2019-0351693,2019,6,5,2019-06-05,,Mujer,,
5492,LC-2019-0351722,2019,6,5,2019-06-05,,Varon,,
5493,LC-2019-0351785,2019,6,5,2019-06-05,,Varon,40.0,
5494,LC-2019-0351817,2019,6,5,2019-06-05,,Mujer,21.0,
5495,LC-2019-0351953,2019,6,5,2019-06-05,,Varon,25.0,
5496,LC-2019-0352217,2019,6,5,2019-06-05,,Mujer,,
5497,LC-2019-0352223,2019,6,5,2019-06-05,,Varon,63.0,
5498,LC-2019-0352295,2019,6,5,2019-06-05,,Varon,28.0,
5499,LC-2019-0352366,2019,6,5,2019-06-05,,Mujer,30.0,
