,ID hecho,AAA,MM,DD,FECHA ,VEHICULO_VICTIMA,SEXO_VICTIMA,EDAD_VICTIMA,GRAVEDAD
12352,LC-2020-0061625,2020,1,29,2020-01-29,MOTO,Varon,27.0,
12353,LC-2020-0064974,2020,1,30,2020-01-30,CICLISTA,,,
12354,LC-2020-0072316,2020,2,3,2020-02-03,MOTO,,,
12355,LC-2020-0078984,2020,2,6,2020-02-06,MOTO,Varon,47.0,
12356,LC-2020-0087435,2020,2,10,2020-02-10,TRANSPORTE PUBLICO,Mujer,23.0,
12357,LC-2020-0091294,2020,2,12,2020-02-12,MOTO,Varon,25.0,
12358,LC-2020-0105599,2020,2,18,2020-02-18,MOTO,Varon,38.0,
12359,LC-2020-0108977,2020,2,19,2020-02-19,TRANSPORTE PUBLICO,Varon,50.0,
12360,LC-2020-0142840,2020,3,5,2020-03-05,MOTO,Varon,57.0,
12361,LC-2020-0163509,2020,3,13,2020-03-13,PEATON,Mujer,41.0,
12362,LC-2020-0167955,2020,3,16,2020-03-16,CICLISTA,Varon,28.0,
12363,LC-2020-0208040,2020,4,23,2020-04-23,MOTO,,,
12364,LC-2020-0223007,2020,5,1,2020-05-01,CICLISTA,,,
12365,LC-2020-0332566,2020,6,21,2020-06-21,UTILITARIO,Mujer,59.0,
12366,LC-2020-0423110,2020,7,9,2020-07-09,PEATON,Mujer,25.0,
12367,LC-2020-0440947,2020,7,17,2020-07-17,PEATON,Varon,79.0,
12368,LC-2020-0459048,2020,7,31,2020-07-31,MOTO,Varon,48.0,
12369,LC-2020-0462520,2020,8,3,2020-08-03,MOTO,Varon,34.0,
12370,LC-2020-0482668,2020,8,17,2020-08-17,PEATON,,,
12371,LC-2020-0486019,2020,8,19,2020-08-19,CICLISTA,Varon,21.0,
12372,LC-2020-0503784,2020,9,2,2020-09-02,CICLISTA,Varon,26.0,
12373,LC-2020-0539875,2020,9,28,2020-09-28,TAXI,Varon,63.0,
12374,LC-2020-0544223,2020,9,30,2020-09-30,CICLISTA,Varon,41.0,
12375,LC-2020-0553506,2020,10,6,2020-10-06,,Varon,62.0,
12376,LC-2020-0555385,2020,10,7,2020-10-07,,Varon,64.0,
12377,LC-2020-0559607,2020,10,10,2020-10-10,,Varon,34.0,
12378,LC-2020-0560464,2020,10,10,2020-10-10,,,,
12379,LC-2020-0560678,2020,10,11,2020-10-11,,Varon,24.0,
12380,LC-2020-0561762,2020,10,12,2020-10-12,,Varon,21.0,
12381,LC-2020-0569288,2020,10,16,2020-10-16,,Varon,23.0,
12382,LC-2020-0581591,2020,10,25,2020-10-25,,,,
12383,LC-2020-0590892,2020,10,31,2020-10-31,,Mujer,60.0,
12384,LC-2020-0595611,2020,11,3,2020-11-03,MOTO,Varon,33.0,
12385,LC-2020-0601906,2020,11,7,2020-11-07,,Varon,49.0,
12386,LC-2020-0601906,2020,11,7,2020-11-07,,Varon,29.0,
12387,LC-2020-0605710,2020,11,10,2020-11-10,CICLISTA,Varon,20.0,
12388,LC-2020-0612898,2020,11,13,2020-11-13,MOTO,,,
12389,LC-2020-0617245,2020,11,17,2020-11-17,PEATON,Varon,78.0,
12390,LC-2020-0617970,2020,11,17,2020-11-17,CICLISTA,Varon,31.0,
12391,LC-2020-0631910,2020,11,26,2020-11-26,MOTO,Varon,24.0,
12392,LC-2020-0637842,2020,12,1,2020-12-01,,Varon,34.0,
12393,LC-2020-0638696,2020,12,1,2020-12-01,,Varon,33.0,
12394,LC-2020-0656273,2020,12,14,2020-12-14,,Varon,25.0,
12395,LC-2020-0673267,2020,12,23,2020-12-23,,Mujer,28.0,
12396,LC-2020-0679856,2020,12,28,2020-12-28,,Mujer,48.0,
12397,LC-2020-0679856,2020,12,28,2020-12-28,,Varon,16.0,
12398,LC-2020-0682893,2020,12,30,2020-12-30,,Varon,66.0,
12399,LC-2020-0683604,2020,12,30,2020-12-30,,Varon,13.0,
12400,LC-2020-0009129,2020,1,5,2020-01-05,MOTO,Varon,32.0,
12401,LC-2020-0018088,2020,1,9,2020-01-09,PEATON,,86.0,GRAVE
12402,LC-2020-0038193,2020,1,18,2020-01-18,AUTO,Varon,53.0,
12403,LC-2020-0054191,2020,1,26,2020-01-26,AUTO,Varon,44.0,
12404,LC-2020-0078865,2020,2,6,2020-02-06,,Varon,65.0,
12405,LC-2020-0084179,2020,2,8,2020-02-08,MOTO,,,
12406,LC-2020-0093865,2020,2,12,2020-02-12,MOTO,Mujer,40.0,
12407,LC-2020-0102171,2020,2,16,2020-02-16,PEATON,Mujer,26.0,
12408,LC-2020-0110390,2020,2,19,2020-02-19,TRANSPORTE PUBLICO,Mujer,35.0,
12409,LC-2020-0126775,2020,2,27,2020-02-27,MOTO,Varon,50.0,
12410,LC-2020-0127089,2020,2,27,2020-02-27,MOTO,Varon,39.0,
12411,LC-2020-0131450,2020,2,29,2020-02-29,MOTO,Varon,22.0,
12412,LC-2020-0147873,2020,3,7,2020-03-07,MOTO,Varon,28.0,
12413,LC-2020-0155725,2020,3,10,2020-03-10,MOTO,Varon,23.0,
12414,LC-2020-0159523,2020,3,12,2020-03-12,,Varon,42.0,
12415,LC-2020-0173791,2020,3,19,2020-03-19,CICLISTA,Varon,30.0,
12416,LC-2020-0201661,2020,4,17,2020-04-17,MOTO,,,
12417,LC-2020-0207077,2020,4,22,2020-04-22,MOTO,Varon,34.0,
12418,LC-2020-0227455,2020,5,5,2020-05-05,MOTO,Varon,34.0,
12419,LC-2020-0234249,2020,5,10,2020-05-10,MOTO,Varon,38.0,
12420,LC-2020-0238744,2020,5,13,2020-05-13,CICLISTA,Mujer,,
12421,LC-2020-0240501,2020,5,14,2020-05-14,TRANSPORTE PUBLICO,,,
12422,LC-2020-0240976,2020,5,14,2020-05-14,PEATON,Varon,63.0,
12423,LC-2020-0282854,2020,6,5,2020-06-05,MOTO,Varon,32.0,
12424,LC-2020-0289758,2020,6,9,2020-06-09,CICLISTA,Varon,38.0,
12425,LC-2020-0390521,2020,7,3,2020-07-03,MOTO,Varon,38.0,
12426,LC-2020-0430172,2020,7,12,2020-07-12,,Varon,58.0,
12427,LC-2020-0433449,2020,6,13,2020-06-13,MOTO,Varon,30.0,GRAVE
12428,LC-2020-0435954,2020,7,15,2020-07-15,MOTO,Varon,,
12429,LC-2020-0440538,2020,7,17,2020-07-17,MOTO,Varon,37.0,
12430,LC-2020-0441193,2020,7,18,2020-07-18,PEATON,Mujer,30.0,
12431,LC-2020-0444786,2020,7,20,2020-07-20,MOTO,,,
12432,LC-2020-0451834,2020,7,26,2020-07-26,AUTO,,,
12433,LC-2020-0457667,2020,7,30,2020-07-30,,Mujer,36.0,
12434,LC-2020-0462735,2020,8,3,2020-08-03,MOTO,Varon,32.0,
12435,LC-2020-0471414,2020,8,9,2020-08-09,PEATON,Mujer,30.0,
12436,LC-2020-0472079,2020,8,10,2020-08-10,PEATON,Varon,1.0,
12437,LC-2020-0472079,2020,8,20,2020-08-20,PEATON,varon,44.0,
12438,LC-2020-0481096,2020,8,15,2020-08-15,CICLISTA,,18.0,
12439,LC-2020-0481180,2020,8,15,2020-08-15,MOTO,,,
12440,LC-2020-0481489,2020,8,15,2020-08-15,AUTO,Varon,24.0,
12441,LC-2020-0483108,2020,8,17,2020-08-17,AUTO,Varon,47.0,
12442,LC-2020-0485718,2020,8,19,2020-08-19,CICLISTA,Mujer,35.0,
12443,LC-2020-0486999,2020,8,20,2020-08-20,CICLISTA,Mujer,38.0,
12444,LC-2020-0491063,2020,8,23,2020-08-23,MOTO,Mujer,26.0,
12445,LC-2020-0495488,2020,8,26,2020-08-26,MOTO,Varon,35.0,
12446,LC-2020-0498325,2020,8,28,2020-08-28,MOTO,Varon,24.0,
12447,LC-2020-0499483,2020,8,29,2020-08-29,MOTO,Varon,57.0,GRAVE
12448,LC-2020-0514527,2020,9,10,2020-09-10,CICLISTA,Varon,20.0,
12449,LC-2020-0518566,2020,9,13,2020-09-13,AUTO,Varon,,
12450,LC-2020-0518760,2020,9,14,2020-09-14,MOTO,Varon,32.0,
12451,LC-2020-0524609,2020,9,17,2020-09-17,MOTO,Varon,39.0,
12452,LC-2020-0531783,2020,9,22,2020-09-22,MOTO,Varon,26.0,
12453,LC-2020-0531940,2020,9,22,2020-09-22,AUTO,Varon,26.0,
12454,LC-2020-0533653,2020,9,23,2020-09-23,CICLISTA,Varon,22.0,
12455,LC-2020-0534284,2020,9,24,2020-09-24,MOTO,Varon,33.0,
12456,LC-2020-0535825,2020,9,25,2020-09-25,AUTO,Varon,52.0,
12457,LC-2020-0537945,2020,9,26,2020-09-26,MOTO,Varon,27.0,
12458,LC-2020-0538772,2020,9,27,2020-09-27,MOTO,Mujer,43.0,
12459,LC-2020-0546075,2020,10,1,2020-10-01,,Mujer,22.0,
12460,LC-2020-0555611,2020,10,7,2020-10-07,,Varon,25.0,
12461,LC-2020-0557474,2020,10,8,2020-10-08,,Varon,30.0,
12462,LC-2020-0570659,2020,10,18,2020-10-18,,Mujer,45.0,
12463,LC-2020-0574166,2020,10,20,2020-10-20,,Varon,38.0,
12464,LC-2020-0574508,2020,10,20,2020-10-20,,Mujer,24.0,
12465,LC-2020-0580185,2020,10,24,2020-10-24,,Mujer,55.0,
12466,LC-2020-0591179,2020,10,31,2020-10-31,,Varon,19.0,
12467,LC-2020-0592331,2020,11,2,2020-11-02,PEATON,Varon,60.0,
12468,LC-2020-0595443,2020,11,3,2020-11-03,PEATON,Varon,75.0,
12469,LC-2020-0599395,2020,11,5,2020-11-05,,Mujer,68.0,
12470,LC-2020-0600036,2020,11,6,2020-11-06,MOTO,Varon,50.0,
12471,LC-2020-0602134,2020,11,7,2020-11-07,MOTO,Varon,26.0,
12472,LC-2020-0602876,2020,11,8,2020-11-08,,Varon,4.0,
12473,LC-2020-0602876,2020,11,8,2020-11-08,,Mujer,31.0,
12474,LC-2020-0608475,2020,11,11,2020-11-11,AUTO,,,
12475,LC-2020-0616664,2020,11,16,2020-11-16,CICLISTA,,,
12476,LC-2020-0617686,2020,11,17,2020-11-17,MOTO,Varon,25.0,
12477,LC-2020-0619417,2020,11,18,2020-11-18,MOTO,Varon,40.0,
12478,LC-2020-0620797,2020,11,19,2020-11-19,,Varon,43.0,
12479,LC-2020-0621549,2020,11,19,2020-11-19,PEATON,Mujer,27.0,
12480,LC-2020-0622839,2020,11,20,2020-11-20,,Varon,67.0,
12481,LC-2020-0623314,2020,11,20,2020-11-20,MOTO,Varon,31.0,
12482,LC-2020-0623471,2020,11,20,2020-11-20,CICLISTA,Varon,74.0,
12483,LC-2020-0628404,2020,11,24,2020-11-24,PEATON,,,
12484,LC-2020-0631203,2020,11,26,2020-11-26,MONOPATIN,Mujer,47.0,
12485,LC-2020-0632317,2020,11,27,2020-11-27,MOTO,Varon,25.0,
12486,LC-2020-0635350,2020,11,29,2020-11-29,,Mujer,43.0,
12487,LC-2020-0635350,2020,11,29,2020-11-29,,Varon,38.0,
12488,LC-2020-0644219,2020,12,4,2020-12-04,,,,
12489,LC-2020-0646640,2020,12,7,2020-12-07,,Varon,35.0,
12490,LC-2020-0647068,2020,12,7,2020-12-07,TRANSPORTE PUBLICO,Mujer,67.0,
12491,LC-2020-0651050,2020,12,10,2020-12-10,,Varon,56.0,
12492,LC-2020-0653244,2020,12,11,2020-12-11,,,,
12493,LC-2020-0662822,2020,12,17,2020-12-17,,Mujer,31.0,
12494,LC-2020-0663364,2020,12,17,2020-12-17,,Mujer,63.0,
12495,LC-2020-0664365,2020,12,18,2020-12-18,,Mujer,50.0,
12496,LC-2020-0664658,2020,12,18,2020-12-18,,,62.0,
12497,LC-2020-0667066,2020,12,19,2020-12-19,,Mujer,24.0,
12498,LC-2020-0667448,2020,12,20,2020-12-20,,Varon,38.0,
12499,LC-2020-0669958,2020,12,21,2020-12-21,,Mujer,24.0,
12500,LC-2020-0672099,2020,12,22,2020-12-22,,Mujer,23.0,
12501,LC-2020-0673145,2020,12,23,2020-12-23,,Varon,,
12502,LC-2020-0677692,2020,12,28,2020-12-28,,Mujer,48.0,
12503,LC-2020-0107473,2020,2,18,2020-02-18,,Varon,43.0,
12504,LC-2020-0112349,2020,2,20,2020-02-20,MOTO,Varon,45.0,
12505,LC-2020-0662192,2020,12,16,2020-12-16,,Mujer,18.0,
12506,LC-2020-0007937,2020,1,5,2020-01-05,,Varon,72.0,
12507,LC-2020-0024819,2020,1,13,2020-01-13,CICLISTA,Varon,60.0,
12508,LC-2020-0026884,2020,1,13,2020-01-13,TRANSPORTE PUBLICO,Varon,46.0,
12509,LC-2020-0033369,2020,1,16,2020-01-16,AUTO,Varon,49.0,
12510,LC-2020-0040305,2020,1,20,2020-01-20,AUTO,Mujer,40.0,
12511,LC-2020-0054119,2020,1,26,2020-01-26,AUTO,Mujer,36.0,
12512,LC-2020-0057332,2020,1,27,2020-01-27,MOTO,varon,40.0,
12513,LC-2020-0057332,2020,1,28,2020-01-28,MOTO,Varon,41.0,
12514,LC-2020-0077485,2020,2,5,2020-02-05,,Varon,47.0,
12515,LC-2020-0104590,2020,2,17,2020-02-17,AUTO,,,
12516,LC-2020-0105039,2020,2,18,2020-02-18,MOTO,Varon,33.0,
12517,LC-2020-0112330,2020,2,20,2020-02-20,CICLISTA,Mujer,28.0,
12518,LC-2020-0137080,2020,3,3,2020-03-03,PEATON,Mujer,78.0,
12519,LC-2020-0147962,2020,3,7,2020-03-07,PEATON,Varon,63.0,
12520,LC-2020-0160090,2020,3,12,2020-03-12,PEATON,Mujer,92.0,
12521,LC-2020-0160529,2020,3,12,2020-03-12,,Varon,34.0,
12522,LC-2020-0161498,2020,3,12,2020-03-12,PEATON,Mujer,59.0,
12523,LC-2020-0163386,2020,3,13,2020-03-13,PEATON,Mujer,42.0,
12524,LC-2020-0166509,2020,3,15,2020-03-15,AUTO,Varon,33.0,
12525,LC-2020-0180037,2020,3,26,2020-03-26,MOTO,Varon,27.0,
12526,LC-2020-0202141,2020,4,18,2020-04-18,MOTO,Varon,30.0,
12527,LC-2020-0203240,2020,4,19,2020-04-19,TRANSPORTE PUBLICO,Varon,65.0,
12528,LC-2020-0206297,2020,4,21,2020-04-21,MOTO,Varon,30.0,
12529,LC-2020-0233169,2020,5,9,2020-05-09,UTILITARIO,Varon,60.0,
12530,LC-2020-0259492,2020,5,26,2020-05-26,AUTO,Varon,39.0,
12531,LC-2020-0266664,2020,5,29,2020-05-29,PEATON,Varon,28.0,
12532,LC-2020-0272720,2020,6,2,2020-06-02,MOTO,Varon,32.0,GRAVE
12533,LC-2020-0290198,2020,6,9,2020-06-09,,Varon,46.0,
12534,LC-2020-0315757,2020,6,18,2020-06-18,MOTO,Varon,23.0,
12535,LC-2020-0366520,2020,6,25,2020-06-25,MOTO,Varon,35.0,
12536,LC-2020-0420062,2020,7,8,2020-07-08,PEATON,Mujer,29.0,
12537,LC-2020-0425280,2020,7,9,2020-07-09,MOTO,Varon,19.0,
12538,LC-2020-0434949,2020,7,14,2020-07-14,,,,
12539,LC-2020-0444106,2020,7,20,2020-07-20,PEATON,Mujer,48.0,
12540,LC-2020-0445059,2020,7,20,2020-07-20,MOTO,Varon,37.0,
12541,LC-2020-0446400,2020,7,21,2020-07-21,MOTO,Varon,29.0,
12542,LC-2020-0451321,2020,7,25,2020-07-25,CICLISTA,Varon,,
12543,LC-2020-0454549,2020,7,28,2020-07-28,,,,
12544,LC-2020-0463553,2020,8,4,2020-08-04,MOTO,Varon,34.0,
12545,LC-2020-0467251,2020,8,6,2020-08-06,,Varon,47.0,
12546,LC-2020-0467318,2020,8,6,2020-08-06,CICLISTA,Varon,21.0,
12547,LC-2020-0472618,2020,8,10,2020-08-10,MOTO,Mujer,26.0,
12548,LC-2020-0472943,2020,8,10,2020-08-10,CICLISTA,Mujer,,
12549,LC-2020-0479311,2020,8,13,2020-08-13,MOTO,Varon,25.0,
12550,LC-2020-0485465,2020,8,19,2020-08-19,UTILITARIO,Varon,45.0,
12551,LC-2020-0487341,2020,8,20,2020-08-20,MOTO,Varon,36.0,
12552,LC-2020-0501146,2020,8,31,2020-08-31,MOTO,Varon,44.0,
12553,LC-2020-0507596,2020,9,5,2020-09-05,MOTO,Varon,24.0,
12554,LC-2020-0511540,2020,9,8,2020-09-08,CICLISTA,Mujer,34.0,
12555,LC-2020-0517428,2020,9,12,2020-09-12,UTILITARIO,Varon,64.0,
12556,LC-2020-0517588,2020,9,12,2020-09-12,CICLISTA,Varon,38.0,
12557,LC-2020-0519730,2020,9,14,2020-09-14,AUTO,,,
12558,LC-2020-0519855,2020,9,14,2020-09-14,MOTO,,,
12559,LC-2020-0525226,2020,9,17,2020-09-17,PEATON,Varon,34.0,
12560,LC-2020-0533761,2020,9,23,2020-09-23,CICLISTA,Varon,38.0,
12561,LC-2020-0534699,2020,9,24,2020-09-24,CICLISTA,Varon,21.0,
12562,LC-2020-0541023,2020,9,29,2020-09-29,CICLISTA,Mujer,45.0,
12563,LC-2020-0543742,2020,9,30,2020-09-30,PEATON,Varon,32.0,
12564,LC-2020-0562344,2020,10,12,2020-10-12,,Varon,20.0,
12565,LC-2020-0562613,2020,10,12,2020-10-12,,Varon,,
12566,LC-2020-0565680,2020,10,14,2020-10-14,,Varon,64.0,
12567,LC-2020-0586309,2020,10,28,2020-10-28,,,,
12568,LC-2020-0586791,2020,10,28,2020-10-28,MOTO,Varon,31.0,
12569,LC-2020-0590034,2020,10,30,2020-10-30,,Varon,,
12570,LC-2020-0597591,2020,11,4,2020-11-04,CICLISTA,Mujer,28.0,
12571,LC-2020-0614789,2020,11,15,2020-11-15,CICLISTA,Mujer,18.0,
12572,LC-2020-0623180,2020,11,20,2020-11-20,CICLISTA,Varon,66.0,
12573,LC-2020-0631256,2020,11,26,2020-11-26,MOTO,Varon,30.0,
12574,LC-2020-0631485,2020,11,26,2020-11-26,CICLISTA,Varon,76.0,
12575,LC-2020-0631809,2020,11,26,2020-11-26,MOTO,Mujer,28.0,
12576,LC-2020-0634688,2020,11,28,2020-11-28,MOTO,Varon,39.0,
12577,LC-2020-0637126,2020,11,30,2020-11-30,,Mujer,19.0,
12578,LC-2020-0639343,2020,12,2,2020-12-02,MOTO,Varon,24.0,
12579,LC-2020-0642713,2020,12,3,2020-12-03,,Varon,25.0,
12580,LC-2020-0651835,2020,12,10,2020-12-10,,Varon,31.0,
12581,LC-2020-0656801,2020,12,14,2020-12-14,,,,
12582,LC-2020-0661620,2020,12,16,2020-12-16,,,,
12583,LC-2020-0662799,2020,12,17,2020-12-17,,Varon,61.0,
12584,LC-2020-0664610,2020,12,18,2020-12-18,,,49.0,
12585,LC-2020-0667786,2020,12,20,2020-12-20,,,51.0,
12586,LC-2020-0669242,2020,12,21,2020-12-21,,Mujer,35.0,
12587,LC-2020-0673487,2020,12,23,2020-12-23,,Mujer,35.0,
12588,LC-2020-0677656,2020,12,27,2020-12-27,,Varon,34.0,
12589,LC-2020-0001530,2020,1,2,2020-01-02,PEATON,Mujer,44.0,
12590,LC-2020-0013340,2020,1,7,2020-01-07,MOTO,Varon,51.0,
12591,LC-2020-0024593,2020,1,12,2020-01-12,AUTO,Mujer,31.0,
12592,LC-2020-0029812,2020,1,14,2020-01-14,TRANSPORTE PUBLICO,Mujer,50.0,
12593,LC-2020-0036858,2020,1,17,2020-01-17,TRANSPORTE PUBLICO,Mujer,61.0,
12594,LC-2020-0042004,2020,1,20,2020-01-20,MOTO,Varon,29.0,
12595,LC-2020-0049179,2020,1,23,2020-01-23,MOTO,Varon,30.0,
12596,LC-2020-0054199,2020,1,26,2020-01-26,TRANSPORTE PUBLICO,Varon,59.0,
12597,LC-2020-0057225,2020,1,27,2020-01-27,CICLISTA,,,
12598,LC-2020-0057313,2020,1,27,2020-01-27,MOTO,Varon,28.0,
12599,LC-2020-0067136,2020,1,31,2020-01-31,MOTO,,,
12600,LC-2020-0067534,2020,1,31,2020-01-31,CICLISTA,Varon,,
12601,LC-2020-0071825,2020,2,3,2020-02-03,,Varon,41.0,
12602,LC-2020-0075062,2020,2,4,2020-02-04,MOTO,Varon,29.0,
12603,LC-2020-0080082,2020,2,6,2020-02-06,AUTO,Mujer,45.0,
12604,LC-2020-0085615,2020,2,10,2020-02-10,MOTO,Varon,29.0,
12605,LC-2020-0088156,2020,2,10,2020-02-10,MOTO,varon,33.0,
12606,LC-2020-0088156,2020,2,10,2020-02-10,MOTO,,,
12607,LC-2020-0092567,2020,2,12,2020-02-12,PEATON,Mujer,69.0,
12608,LC-2020-0093959,2020,2,12,2020-02-12,MOTO,Varon,41.0,
12609,LC-2020-0098752,2020,2,14,2020-02-14,MOTO,Varon,,
12610,LC-2020-0102140,2020,2,16,2020-02-16,CICLISTA,Varon,58.0,
12611,LC-2020-0107341,2020,2,18,2020-02-18,MOTO,Varon,44.0,
12612,LC-2020-0110914,2020,2,20,2020-02-20,MOTO,Varon,58.0,
12613,LC-2020-0114013,2020,2,21,2020-02-21,MOTO,,39.0,
12614,LC-2020-0118233,2020,2,23,2020-02-23,AUTO,,,
12615,LC-2020-0120143,2020,2,24,2020-02-24,,,,
12616,LC-2020-0124517,2020,2,27,2020-02-27,CICLISTA,Varon,26.0,
12617,LC-2020-0126641,2020,2,27,2020-02-27,MOTO,,,GRAVE
12618,LC-2020-0130076,2020,2,28,2020-02-28,TRANSPORTE PUBLICO,Mujer,,
12619,LC-2020-0134842,2020,3,2,2020-03-02,TAXI,varon,37.0,GRAVE
12620,LC-2020-0134842,2020,3,2,2020-03-02,TAXI,varon,39.0,GRAVE
12621,LC-2020-0134842,2020,3,2,2020-03-02,TAXI,varon,32.0,
12622,LC-2020-0134842,2020,3,2,2020-03-02,TAXI,varon,38.0,
12623,LC-2020-0134842,2020,3,2,2020-03-02,TAXI,,,
12624,LC-2020-0147513,2020,3,7,2020-03-07,MOTO,Mujer,41.0,
12625,LC-2020-0149573,2020,3,8,2020-03-08,CICLISTA,Mujer,27.0,
12626,LC-2020-0154573,2020,3,10,2020-03-10,MOTO,Varon,30.0,
12627,LC-2020-0159663,2020,3,12,2020-03-12,,Varon,33.0,
12628,LC-2020-0165512,2020,3,14,2020-03-14,PEATON,Mujer,45.0,
12629,LC-2020-0178036,2020,3,23,2020-03-23,,Varon,58.0,
12630,LC-2020-0184745,2020,3,31,2020-03-31,MOTO,Varon,33.0,
12631,LC-2020-0221120,2020,4,29,2020-04-29,MOTO,Varon,24.0,
12632,LC-2020-0221352,2020,4,29,2020-04-29,MOTO,Varon,37.0,
12633,LC-2020-0226109,2020,5,4,2020-05-04,CICLISTA,Mujer,21.0,
12634,LC-2020-0229352,2020,5,6,2020-05-06,PEATON,Mujer,50.0,
12635,LC-2020-0233317,2020,5,9,2020-05-09,AUTO,Mujer,33.0,
12636,LC-2020-0243425,2020,5,16,2020-05-16,AUTO,Varon,49.0,
12637,LC-2020-0266594,2020,5,29,2020-05-29,MOTO,Varon,29.0,
12638,LC-2020-0277919,2020,6,4,2020-06-04,MOTO,Varon,35.0,GRAVE
12639,LC-2020-0295383,2020,6,12,2020-06-12,MOTO,Varon,,
12640,LC-2020-0314605,2020,6,17,2020-06-17,AUTO,Varon,31.0,
12641,LC-2020-0314880,2020,6,18,2020-06-18,PEATON,Varon,36.0,
12642,LC-2020-0435701,2020,7,15,2020-07-15,MOTO,Mujer,54.0,
12643,LC-2020-0438352,2020,7,16,2020-07-16,CICLISTA,Mujer,55.0,
12644,LC-2020-0441624,2020,7,18,2020-07-18,CICLISTA,Varon,41.0,
12645,LC-2020-0446769,2020,7,22,2020-07-22,AUTO,,,
12646,LC-2020-0464205,2020,8,4,2020-08-04,MOTO,Varon,27.0,
12647,LC-2020-0468033,2020,8,7,2020-08-07,PEATON,Mujer,28.0,
12648,LC-2020-0471504,2020,8,9,2020-08-09,MOTO,Varon,34.0,
12649,LC-2020-0495316,2020,8,26,2020-08-26,,,71.0,
12650,LC-2020-0510711,2020,9,8,2020-09-08,PEATON,Varon,48.0,
12651,LC-2020-0516046,2020,9,11,2020-09-11,CICLISTA,Varon,40.0,
12652,LC-2020-0519559,2020,9,14,2020-09-14,CICLISTA,Mujer,22.0,
12653,LC-2020-0549468,2020,10,3,2020-10-03,MOTO,Mujer,23.0,
12654,LC-2020-0567077,2020,10,15,2020-10-15,,Varon,26.0,
12655,LC-2020-0577280,2020,10,22,2020-10-22,,Varon,61.0,
12656,LC-2020-0578576,2020,10,23,2020-10-23,,Varon,56.0,
12657,LC-2020-0594656,2020,11,3,2020-11-03,CICLISTA,,,
12658,LC-2020-0596468,2020,11,4,2020-11-04,,Varon,22.0,
12659,LC-2020-0598900,2020,11,5,2020-11-05,MOTO,Varon,35.0,
12660,LC-2020-0600825,2020,11,6,2020-11-06,MOTO,Mujer,32.0,
12661,LC-2020-0609323,2020,11,12,2020-11-12,,Varon,28.0,
12662,LC-2020-0609343,2020,11,12,2020-11-12,,Mujer,36.0,
12663,LC-2020-0609413,2020,11,12,2020-11-12,CICLISTA,Mujer,24.0,
12664,LC-2020-0616879,2020,11,17,2020-11-17,MOTO,,,
12665,LC-2020-0620750,2020,11,19,2020-11-19,PEATON,Mujer,79.0,
12666,LC-2020-0621735,2020,11,19,2020-11-19,TAXI,Varon,60.0,
12667,LC-2020-0621936,2020,11,20,2020-11-20,CICLISTA,Mujer,46.0,
12668,LC-2020-0623802,2020,11,21,2020-11-21,MOTO,Varon,55.0,
12669,LC-2020-0641587,2020,12,3,2020-12-03,TRANSPORTE PUBLICO,Mujer,41.0,
12670,LC-2020-0646973,2020,12,7,2020-12-07,,Varon,24.0,
12671,LC-2020-0648397,2020,12,8,2020-12-08,AUTO,Varon,29.0,
12672,LC-2020-0660735,2020,12,16,2020-12-16,CICLISTA,Mujer,31.0,
12673,LC-2020-0661069,2020,12,16,2020-12-16,PEATON,Varon,31.0,
12674,LC-2020-0662766,2020,12,17,2020-12-17,AUTO,Mujer,44.0,
12675,LC-2020-0664533,2020,12,18,2020-12-18,MOTO,Varon,39.0,
12676,LC-2020-0678168,2020,12,28,2020-12-28,,Varon,30.0,
12677,LC-2020-0684700,2020,12,31,2020-12-31,,,,
12678,LC-2020-0013361,2020,1,7,2020-01-07,MOTO,Mujer,44.0,
12679,LC-2020-0013822,2020,1,7,2020-01-07,PEATON,Varon,35.0,
12680,LC-2020-0018602,2020,1,9,2020-01-09,PEATON,Varon,64.0,
12681,LC-2020-0018772,2020,1,9,2020-01-09,CICLISTA,Varon,55.0,
12682,LC-2020-0021928,2020,1,10,2020-01-10,CICLISTA,Varon,25.0,
12683,LC-2020-0022108,2020,1,10,2020-01-10,PEATON,Mujer,28.0,
12684,LC-2020-0026536,2020,1,13,2020-01-13,CICLISTA,Varon,25.0,
12685,LC-2020-0027727,2020,1,14,2020-01-14,PEATON,Mujer,24.0,
12686,LC-2020-0030142,2020,1,15,2020-01-15,MOTO,Mujer,29.0,
12687,LC-2020-0032872,2020,1,16,2020-01-16,AUTO,Varon,28.0,
12688,LC-2020-0042151,2020,1,20,2020-01-20,CICLISTA,Varon,25.0,
12689,LC-2020-0046099,2020,1,22,2020-01-22,AUTO,Varon,38.0,
12690,LC-2020-0046361,2020,1,22,2020-01-22,PEATON,Mujer,62.0,
12691,LC-2020-0052154,2020,1,24,2020-01-24,CICLISTA,Mujer,26.0,
12692,LC-2020-0056047,2020,1,27,2020-01-27,CICLISTA,Varon,47.0,
12693,LC-2020-0056047,2020,1,27,2020-01-27,CICLISTA,mujer,40.0,
12694,LC-2020-0056287,2020,1,27,2020-01-27,MOTO,Varon,25.0,
12695,LC-2020-0072912,2020,2,4,2020-02-04,AUTO,Varon,62.0,
12696,LC-2020-0082089,2020,2,7,2020-02-07,UTILITARIO,Varon,47.0,
12697,LC-2020-0090686,2020,2,11,2020-02-11,CICLISTA,,,
