,ID hecho,MM,FECHA ,VEHICULO_VICTIMA,SEXO_VICTIMA,EDAD_VICTIMA,AÑO,semestre
85,LC-2019-0007294,1,2019-01-04,,Varon,39.0,2019,S1H1
86,LC-2019-0007336,1,2019-01-04,,Varon,,2019,S1H1
87,LC-2019-0007536,1,2019-01-04,,Mujer,28.0,2019,S1H1
88,LC-2019-0007634,1,2019-01-04,,Varon,,2019,S1H1
89,LC-2019-0007660,1,2019-01-04,,Varon,23.0,2019,S1H1
90,LC-2019-0007701,1,2019-01-04,,Varon,34.0,2019,S1H1
91,LC-2019-0007778,1,2019-01-04,,Mujer,56.0,2019,S1H1
92,LC-2019-0008077,1,2019-01-04,,Mujer,44.0,2019,S1H1
93,LC-2019-0008227,1,2019-01-04,,Mujer,26.0,2019,S1H1
94,LC-2019-0008238,1,2019-01-04,,Mujer,69.0,2019,S1H1
95,LC-2019-0008238,1,2019-01-04,,Mujer,69.0,2019,S1H1
96,LC-2019-0008283,1,2019-01-04,,Varon,26.0,2019,S1H1
97,LC-2019-0008283,1,2019-01-04,,Mujer,26.0,2019,S1H1
98,LC-2019-0008314,1,2019-01-04,,Mujer,55.0,2019,S1H1
99,LC-2019-0008367,1,2019-01-04,,Varon,46.0,2019,S1H1
100,LC-2019-0008388,1,2019-01-04,,Mujer,,2019,S1H1
101,LC-2019-0008388,1,2019-01-04,,Mujer,,2019,S1H1
102,LC-2019-0008388,1,2019-01-04,,Mujer,34.0,2019,S1H1
103,LC-2019-0008467,1,2019-01-04,,Varon,29.0,2019,S1H1
104,LC-2019-0008493,1,2019-01-04,,Mujer,34.0,2019,S1H1
105,LC-2019-0008496,1,2019-01-04,,Varon,,2019,S1H1
106,LC-2019-0008565,1,2019-01-04,,Varon,34.0,2019,S1H1
107,LC-2019-0008566,1,2019-01-04,,Varon,26.0,2019,S1H1
108,LC-2019-0011897,1,2019-01-04,,Mujer,38.0,2019,S1H1
109,LC-2019-0017883,1,2019-01-04,,Varon,53.0,2019,S1H1
110,LC-2019-0020135,1,2019-01-04,,Varon,23.0,2019,S1H1
111,LC-2019-0020930,1,2019-01-04,,Varon,28.0,2019,S1H1
112,LC-2019-0267364,1,2019-01-04,,Varon,41.0,2019,S1H1
113,LC-2019-0314341,5,2019-05-20,,Varon,56.0,2019,S1H1
114,LC-2019-0008603,1,2019-01-05,,Varon,43.0,2019,S1H1
115,LC-2019-0008860,1,2019-01-05,,Varon,67.0,2019,S1H1
116,LC-2019-0008860,1,2019-01-05,,Varon,67.0,2019,S1H1
117,LC-2019-0008860,1,2019-01-05,,Varon,40.0,2019,S1H1
118,LC-2019-0008916,1,2019-01-05,,Varon,33.0,2019,S1H1
119,LC-2019-0008924,1,2019-01-05,,Varon,,2019,S1H1
120,LC-2019-0008974,1,2019-01-05,,Mujer,29.0,2019,S1H1
