,ID hecho,MM,FECHA ,VEHICULO_VICTIMA,SEXO_VICTIMA,EDAD_VICTIMA,AÑO,semestre
3376,LC-2019-0228161,4,2019-04-11,,Varon,,2019,S1H1
3377,LC-2019-0228234,4,2019-04-11,,Varon,31.0,2019,S1H1
3378,LC-2019-0228267,4,2019-04-11,,Varon,27.0,2019,S1H1
3379,LC-2019-0228299,4,2019-04-11,,Varon,39.0,2019,S1H1
3380,LC-2019-0228373,4,2019-04-11,,,,2019,S1H1
3381,LC-2019-0230524,4,2019-04-11,,Varon,24.0,2019,S1H1
3382,LC-2019-0278161,4,2019-04-11,,Mujer,,2019,S1H1
3383,LC-2019-0334533,4,2019-04-11,,Varon,22.0,2019,S1H1
3384,LC-2019-0692519,4,2019-04-11,,varon,53.0,2019,S1H1
3385,LC-2019-0693713,4,2019-04-11,,mujer,57.0,2019,S1H1
3386,LC-2019-0228274,4,2019-04-12,,Mujer,,2019,S1H1
3387,LC-2019-0228331,4,2019-04-12,,,,2019,S1H1
3388,LC-2019-0228704,4,2019-04-12,,Varon,28.0,2019,S1H1
3389,LC-2019-0228814,4,2019-04-12,,Mujer,48.0,2019,S1H1
3390,LC-2019-0228815,4,2019-04-12,,Varon,,2019,S1H1
3391,LC-2019-0228926,4,2019-04-12,,,,2019,S1H1
3392,LC-2019-0229270,4,2019-04-12,,Varon,70.0,2019,S1H1
3393,LC-2019-0229442,4,2019-04-12,,Mujer,,2019,S1H1
3394,LC-2019-0229526,4,2019-04-12,,Mujer,34.0,2019,S1H1
3395,LC-2019-0229732,4,2019-04-12,,Mujer,82.0,2019,S1H1
3396,LC-2019-0230011,4,2019-04-12,,Mujer,61.0,2019,S1H1
3397,LC-2019-0230408,4,2019-04-12,,Varon,,2019,S1H1
3398,LC-2019-0230563,4,2019-04-12,,Varon,,2019,S1H1
3399,LC-2019-0230579,4,2019-04-12,,Varon,34.0,2019,S1H1
3400,LC-2019-0230579,4,2019-04-12,,Mujer,34.0,2019,S1H1
3401,LC-2019-0230579,4,2019-04-12,,Mujer,,2019,S1H1
3402,LC-2019-0230704,4,2019-04-12,,Varon,,2019,S1H1
3403,LC-2019-0230706,4,2019-04-12,,Mujer,58.0,2019,S1H1
3404,LC-2019-0230741,4,2019-04-12,,Mujer,,2019,S1H1
3405,LC-2019-0230744,4,2019-04-12,,Varon,30.0,2019,S1H1
3406,LC-2019-0230808,4,2019-04-12,,Varon,6.0,2019,S1H1
3407,LC-2019-0230816,4,2019-04-12,,Varon,81.0,2019,S1H1
3408,LC-2019-0230930,4,2019-04-12,,Varon,48.0,2019,S1H1
3409,LC-2019-0230940,4,2019-04-12,,Varon,,2019,S1H1
3410,LC-2019-0230940,4,2019-04-12,,Mujer,,2019,S1H1
3411,LC-2019-0231017,4,2019-04-12,,Mujer,45.0,2019,S1H1
3412,LC-2019-0231043,4,2019-04-12,,Varon,,2019,S1H1
3413,LC-2019-0231136,4,2019-04-12,,Varon,29.0,2019,S1H1
3414,LC-2019-0231204,4,2019-04-12,,Varon,65.0,2019,S1H1
3415,LC-2019-0231217,4,2019-04-12,,Mujer,28.0,2019,S1H1
3416,LC-2019-0231217,4,2019-04-12,,Mujer,28.0,2019,S1H1
3417,LC-2019-0231217,4,2019-04-12,,Mujer,,2019,S1H1
3418,LC-2019-0231244,4,2019-04-12,,Varon,54.0,2019,S1H1
3419,LC-2019-0231272,4,2019-04-12,,Varon,28.0,2019,S1H1
3420,LC-2019-0231320,4,2019-04-12,,Mujer,50.0,2019,S1H1
3421,LC-2019-0231320,4,2019-04-12,,Varon,50.0,2019,S1H1
3422,LC-2019-0231334,4,2019-04-12,,Mujer,37.0,2019,S1H1
3423,LC-2019-0231690,4,2019-04-12,,Varon,45.0,2019,S1H1
3424,LC-2019-0235053,4,2019-04-12,,Varon,62.0,2019,S1H1
3425,LC-2019-0240937,4,2019-04-12,,Mujer,40.0,2019,S1H1
3426,LC-2019-0242042,4,2019-04-12,,Varon,80.0,2019,S1H1
3427,LC-2019-0229889,4,2019-04-12,,varon,60.0,2019,S1H1
3428,LC-2019-0767310,4,2019-04-12,,varon,32.0,2019,S1H1
3429,LC-2019-0767753,4,2019-04-12,,varon,28.0,2019,S1H1
3430,LC-2019-0231322,4,2019-04-13,,Mujer,30.0,2019,S1H1
3431,LC-2019-0231351,4,2019-04-13,,Varon,,2019,S1H1
3432,LC-2019-0231484,4,2019-04-13,,Varon,23.0,2019,S1H1
3433,LC-2019-0231784,4,2019-04-13,,Varon,66.0,2019,S1H1
3434,LC-2019-0231784,4,2019-04-13,,Varon,66.0,2019,S1H1
3435,LC-2019-0231784,4,2019-04-13,,Varon,,2019,S1H1
3436,LC-2019-0231921,4,2019-04-13,,Varon,40.0,2019,S1H1
3437,LC-2019-0231921,4,2019-04-13,,Varon,40.0,2019,S1H1
3438,LC-2019-0231951,4,2019-04-13,,Varon,44.0,2019,S1H1
3439,LC-2019-0231951,4,2019-04-13,,Mujer,44.0,2019,S1H1
3440,LC-2019-0232103,4,2019-04-13,,Mujer,63.0,2019,S1H1
3441,LC-2019-0232119,4,2019-04-13,,Mujer,,2019,S1H1
3442,LC-2019-0232154,4,2019-04-13,,Varon,46.0,2019,S1H1
3443,LC-2019-0232154,4,2019-04-13,,Mujer,46.0,2019,S1H1
3444,LC-2019-0232272,4,2019-04-13,,Mujer,,2019,S1H1
3445,LC-2019-0232373,4,2019-04-13,,Varon,33.0,2019,S1H1
3446,LC-2019-0232374,4,2019-04-13,,Varon,46.0,2019,S1H1
3447,LC-2019-0232425,4,2019-04-13,,Varon,,2019,S1H1
3448,LC-2019-0232495,4,2019-04-13,,Varon,,2019,S1H1
3449,LC-2019-0232497,4,2019-04-13,,Varon,22.0,2019,S1H1
3450,LC-2019-0232504,4,2019-04-13,,,,2019,S1H1
3451,LC-2019-0232644,4,2019-04-13,,Varon,38.0,2019,S1H1
3452,LC-2019-0232708,4,2019-04-13,,Varon,24.0,2019,S1H1
3453,LC-2019-0232728,4,2019-04-13,,,,2019,S1H1
3454,LC-2019-0232778,4,2019-04-13,,Mujer,40.0,2019,S1H1
3455,LC-2019-0232778,4,2019-04-13,,Varon,40.0,2019,S1H1
3456,LC-2019-0232836,4,2019-04-13,,Varon,23.0,2019,S1H1
3457,LC-2019-0232884,4,2019-04-13,,Varon,25.0,2019,S1H1
3458,LC-2019-0575427,9,2019-09-13,,Mujer,33.0,2019,S1H2
3459,LC-2019-0232897,4,2019-04-13,,Mujer,23.0,2019,S1H1
3460,LC-2019-0232933,4,2019-04-13,,Mujer,34.0,2019,S1H1
3461,LC-2019-0232933,4,2019-04-13,,Varon,34.0,2019,S1H1
3462,LC-2019-0259629,4,2019-04-13,,Mujer,87.0,2019,S1H1
3463,LC-2019-0406481,7,2019-07-01,,Varon,30.0,2019,S1H2
3464,LC-2019-0814367,12,2019-12-23,,Varon,30.0,2019,S1H2
3465,LC-2019-0232992,4,2019-04-14,,Varon,27.0,2019,S1H1
3466,LC-2019-0233081,4,2019-04-14,,Varon,25.0,2019,S1H1
3467,LC-2019-0457881,7,2019-07-24,,Varon,30.0,2019,S1H2
3468,LC-2019-0233229,4,2019-04-14,,Varon,36.0,2019,S1H1
3469,LC-2019-0233229,4,2019-04-14,,Mujer,36.0,2019,S1H1
3470,LC-2019-0233229,4,2019-04-14,,Mujer,36.0,2019,S1H1
3471,LC-2019-0233229,4,2019-04-14,,Varon,41.0,2019,S1H1
3472,LC-2019-0233229,4,2019-04-14,,Mujer,41.0,2019,S1H1
3473,LC-2019-0233241,4,2019-04-14,,Varon,23.0,2019,S1H1
3474,LC-2019-0233241,4,2019-04-14,,Varon,23.0,2019,S1H1
3475,LC-2019-0233241,4,2019-04-14,,Varon,54.0,2019,S1H1
3476,LC-2019-0233241,4,2019-04-14,,Varon,24.0,2019,S1H1
3477,LC-2019-0233249,4,2019-04-14,,Varon,47.0,2019,S1H1
3478,LC-2019-0233288,4,2019-04-14,,Varon,30.0,2019,S1H1
3479,LC-2019-0233288,4,2019-04-14,,Mujer,30.0,2019,S1H1
3480,LC-2019-0233299,4,2019-04-14,,Varon,22.0,2019,S1H1
3481,LC-2019-0233322,4,2019-04-14,,Varon,30.0,2019,S1H1
3482,LC-2019-0233322,4,2019-04-14,,Varon,30.0,2019,S1H1
3483,LC-2019-0233322,4,2019-04-14,,Varon,45.0,2019,S1H1
3484,LC-2019-0233322,4,2019-04-14,,Varon,39.0,2019,S1H1
3485,LC-2019-0233344,4,2019-04-14,,Varon,34.0,2019,S1H1
3486,LC-2019-0233344,4,2019-04-14,,Mujer,34.0,2019,S1H1
3487,LC-2019-0233410,4,2019-04-14,,Mujer,51.0,2019,S1H1
3488,LC-2019-0233547,4,2019-04-14,,Varon,27.0,2019,S1H1
3489,LC-2019-0233554,4,2019-04-14,,Mujer,57.0,2019,S1H1
3490,LC-2019-0233756,4,2019-04-14,,Mujer,,2019,S1H1
3491,LC-2019-0233860,4,2019-04-14,,Varon,28.0,2019,S1H1
3492,LC-2019-0233907,4,2019-04-14,,Mujer,27.0,2019,S1H1
3493,LC-2019-0233907,4,2019-04-14,,Mujer,27.0,2019,S1H1
3494,LC-2019-0234007,4,2019-04-14,,Mujer,42.0,2019,S1H1
3495,LC-2019-0234007,4,2019-04-14,,Varon,42.0,2019,S1H1
3496,LC-2019-0234028,4,2019-04-14,,Varon,6.0,2019,S1H1
3497,LC-2019-0234052,4,2019-04-14,,Mujer,,2019,S1H1
3498,LC-2019-0234067,4,2019-04-14,,Varon,30.0,2019,S1H1
3499,LC-2019-0234106,4,2019-04-14,,Varon,32.0,2019,S1H1
3500,LC-2019-0234171,4,2019-04-14,,Varon,39.0,2019,S1H1
3501,LC-2019-0234241,4,2019-04-14,,Varon,20.0,2019,S1H1
3502,LC-2019-0234241,4,2019-04-14,,Varon,20.0,2019,S1H1
3503,LC-2019-0234287,4,2019-04-14,,Varon,39.0,2019,S1H1
3504,LC-2019-0234301,4,2019-04-14,,Varon,,2019,S1H1
3505,LC-2019-0235737,4,2019-04-14,,Varon,27.0,2019,S1H1
3506,LC-2019-0236180,4,2019-04-14,,Mujer,30.0,2019,S1H1
3507,LC-2019-0236589,4,2019-04-14,,Varon,24.0,2019,S1H1
3508,LC-2019-0242776,4,2019-04-14,,Mujer,,2019,S1H1
3509,LC-2019-0285592,4,2019-04-14,,Varon,32.0,2019,S1H1
3510,LC-2019-0234333,4,2019-04-15,,Mujer,25.0,2019,S1H1
3511,LC-2019-0234388,4,2019-04-15,,Varon,,2019,S1H1
3512,LC-2019-0234457,4,2019-04-15,,Mujer,,2019,S1H1
3513,LC-2019-0234461,4,2019-04-15,,Mujer,40.0,2019,S1H1
3514,LC-2019-0234691,4,2019-04-15,,Varon,30.0,2019,S1H1
3515,LC-2019-0234746,4,2019-04-15,,Varon,20.0,2019,S1H1
3516,LC-2019-0234783,4,2019-04-15,,Varon,26.0,2019,S1H1
3517,LC-2019-0234786,4,2019-04-15,,Varon,,2019,S1H1
3518,LC-2019-0234921,4,2019-04-15,,Mujer,39.0,2019,S1H1
3519,LC-2019-0234932,4,2019-04-15,,Mujer,,2019,S1H1
3520,LC-2019-0235385,4,2019-04-15,,Varon,47.0,2019,S1H1
3521,LC-2019-0235460,4,2019-04-15,,Varon,26.0,2019,S1H1
3522,LC-2019-0235530,4,2019-04-15,,Varon,29.0,2019,S1H1
3523,LC-2019-0457881,7,2019-07-24,,Varon,30.0,2019,S1H2
3524,LC-2019-0235548,4,2019-04-15,,Varon,24.0,2019,S1H1
3525,LC-2019-0235661,4,2019-04-15,,Mujer,46.0,2019,S1H1
3526,LC-2019-0235718,4,2019-04-15,,Varon,21.0,2019,S1H1
3527,LC-2019-0235718,4,2019-04-15,,Varon,21.0,2019,S1H1
3528,LC-2019-0235852,4,2019-04-15,,Varon,40.0,2019,S1H1
3529,LC-2019-0235970,4,2019-04-15,,Mujer,83.0,2019,S1H1
3530,LC-2019-0236113,4,2019-04-15,,Mujer,,2019,S1H1
3531,LC-2019-0236122,4,2019-04-15,,Mujer,38.0,2019,S1H1
3532,LC-2019-0236264,4,2019-04-15,,Varon,47.0,2019,S1H1
3533,LC-2019-0236264,4,2019-04-15,,Mujer,47.0,2019,S1H1
3534,LC-2019-0236427,4,2019-04-15,,Varon,49.0,2019,S1H1
3535,LC-2019-0236428,4,2019-04-15,,,,2019,S1H1
3536,LC-2019-0236592,4,2019-04-15,,Varon,,2019,S1H1
3537,LC-2019-0236604,4,2019-04-15,,Varon,47.0,2019,S1H1
3538,LC-2019-0236729,4,2019-04-15,,Mujer,23.0,2019,S1H1
3539,LC-2019-0236895,4,2019-04-15,,Varon,29.0,2019,S1H1
3540,LC-2019-0237017,4,2019-04-15,,Varon,32.0,2019,S1H1
3541,LC-2019-0237028,4,2019-04-15,,Mujer,26.0,2019,S1H1
3542,LC-2019-0237033,4,2019-04-15,,Mujer,,2019,S1H1
3543,LC-2019-0237038,4,2019-04-15,,Mujer,50.0,2019,S1H1
3544,LC-2019-0237117,4,2019-04-15,,Varon,31.0,2019,S1H1
3545,LC-2019-0237174,4,2019-04-15,,Mujer,,2019,S1H1
3546,LC-2019-0237174,4,2019-04-15,,Varon,,2019,S1H1
3547,LC-2019-0237220,4,2019-04-15,,Mujer,,2019,S1H1
3548,LC-2019-0237221,4,2019-04-15,,Varon,29.0,2019,S1H1
3549,LC-2019-0237291,4,2019-04-15,,,,2019,S1H1
3550,LC-2019-0237330,4,2019-04-15,,Mujer,,2019,S1H1
3551,LC-2019-0237397,4,2019-04-15,,Varon,31.0,2019,S1H1
3552,LC-2019-0237458,4,2019-04-15,,Varon,,2019,S1H1
3553,LC-2019-0237464,4,2019-04-15,,Varon,27.0,2019,S1H1
3554,LC-2019-0261869,4,2019-04-26,,Varon,35.0,2019,S1H1
3555,LC-2019-0239114,4,2019-04-15,,Mujer,30.0,2019,S1H1
3556,LC-2019-0242151,4,2019-04-15,,Mujer,63.0,2019,S1H1
3557,LC-2019-0244796,4,2019-04-15,,Mujer,63.0,2019,S1H1
3558,LC-2019-0245988,4,2019-04-15,,Varon,32.0,2019,S1H1
3559,LC-2019-0237639,4,2019-04-16,,Varon,36.0,2019,S1H1
3560,LC-2019-0237674,4,2019-04-16,,Varon,48.0,2019,S1H1
3561,LC-2019-0237751,4,2019-04-16,,Varon,35.0,2019,S1H1
3562,LC-2019-0237751,4,2019-04-16,,Varon,35.0,2019,S1H1
3563,LC-2019-0237780,4,2019-04-16,,Varon,22.0,2019,S1H1
3564,LC-2019-0237792,4,2019-04-16,,Varon,54.0,2019,S1H1
3565,LC-2019-0237952,4,2019-04-16,,Varon,29.0,2019,S1H1
3566,LC-2019-0238104,4,2019-04-16,,Varon,55.0,2019,S1H1
3567,LC-2019-0238104,4,2019-04-16,,Mujer,55.0,2019,S1H1
3568,LC-2019-0238129,4,2019-04-16,,Varon,36.0,2019,S1H1
3569,LC-2019-0238158,4,2019-04-16,,Mujer,61.0,2019,S1H1
3570,LC-2019-0238158,4,2019-04-16,,Varon,61.0,2019,S1H1
3571,LC-2019-0238247,4,2019-04-16,,Varon,35.0,2019,S1H1
3572,LC-2019-0238488,4,2019-04-16,,Mujer,30.0,2019,S1H1
3573,LC-2019-0238508,4,2019-04-16,,Varon,,2019,S1H1
3574,LC-2019-0238522,4,2019-04-16,,Varon,67.0,2019,S1H1
3575,LC-2019-0238534,4,2019-04-16,,Varon,70.0,2019,S1H1
3576,LC-2019-0238573,4,2019-04-16,,Varon,,2019,S1H1
3577,LC-2019-0238590,4,2019-04-16,,Mujer,,2019,S1H1
3578,LC-2019-0238658,4,2019-04-16,,Mujer,75.0,2019,S1H1
3579,LC-2019-0238800,4,2019-04-16,,Mujer,35.0,2019,S1H1
3580,LC-2019-0238858,4,2019-04-16,,Mujer,30.0,2019,S1H1
3581,LC-2019-0238952,4,2019-04-16,,Varon,28.0,2019,S1H1
3582,LC-2019-0239143,4,2019-04-16,,Varon,20.0,2019,S1H1
3583,LC-2019-0239143,4,2019-04-16,,Varon,20.0,2019,S1H1
3584,LC-2019-0239143,4,2019-04-16,,Varon,37.0,2019,S1H1
3585,LC-2019-0239163,4,2019-04-16,,Varon,32.0,2019,S1H1
3586,LC-2019-0239203,4,2019-04-16,,Varon,,2019,S1H1
3587,LC-2019-0239203,4,2019-04-16,,Varon,,2019,S1H1
3588,LC-2019-0239254,4,2019-04-16,,Mujer,,2019,S1H1
3589,LC-2019-0239355,4,2019-04-16,,Varon,36.0,2019,S1H1
3590,LC-2019-0239355,4,2019-04-16,,Mujer,36.0,2019,S1H1
3591,LC-2019-0239355,4,2019-04-16,,Mujer,28.0,2019,S1H1
3592,LC-2019-0239429,4,2019-04-16,,Varon,21.0,2019,S1H1
3593,LC-2019-0239450,4,2019-04-16,,Varon,43.0,2019,S1H1
3594,LC-2019-0239504,4,2019-04-16,,Varon,59.0,2019,S1H1
3595,LC-2019-0239657,4,2019-04-16,,Varon,42.0,2019,S1H1
3596,LC-2019-0239700,4,2019-04-16,,Mujer,67.0,2019,S1H1
3597,LC-2019-0239736,4,2019-04-16,,Mujer,33.0,2019,S1H1
3598,LC-2019-0239739,4,2019-04-16,,Mujer,56.0,2019,S1H1
3599,LC-2019-0239739,4,2019-04-16,,Varon,56.0,2019,S1H1
3600,LC-2019-0239772,4,2019-04-16,,Mujer,27.0,2019,S1H1
3601,LC-2019-0239810,4,2019-04-16,,Varon,30.0,2019,S1H1
3602,LC-2019-0239832,4,2019-04-16,,Varon,24.0,2019,S1H1
3603,LC-2019-0239885,4,2019-04-16,,Varon,38.0,2019,S1H1
3604,LC-2019-0239949,4,2019-04-16,,Mujer,27.0,2019,S1H1
3605,LC-2019-0240019,4,2019-04-16,,Mujer,,2019,S1H1
3606,LC-2019-0240226,4,2019-04-16,,Varon,28.0,2019,S1H1
3607,LC-2019-0240245,4,2019-04-16,,Varon,26.0,2019,S1H1
3608,LC-2019-0240246,4,2019-04-16,,Varon,,2019,S1H1
3609,LC-2019-0240335,4,2019-04-16,,Mujer,53.0,2019,S1H1
3610,LC-2019-0240472,4,2019-04-16,,Mujer,18.0,2019,S1H1
3611,LC-2019-0240497,4,2019-04-16,,Mujer,36.0,2019,S1H1
3612,LC-2019-0240501,4,2019-04-16,,Mujer,22.0,2019,S1H1
3613,LC-2019-0240560,4,2019-04-16,,Varon,72.0,2019,S1H1
3614,LC-2019-0240605,4,2019-04-16,,Mujer,28.0,2019,S1H1
3615,LC-2019-0242437,4,2019-04-16,,Mujer,,2019,S1H1
3616,LC-2019-0242799,4,2019-04-16,,Mujer,44.0,2019,S1H1
3617,LC-2019-0242816,4,2019-04-16,,Varon,22.0,2019,S1H1
3618,LC-2019-0343614,6,2019-06-02,,Varon,35.0,2019,S1H1
3619,LC-2019-0245730,4,2019-04-16,,Varon,,2019,S1H1
3620,LC-2019-0259114,4,2019-04-16,,Varon,51.0,2019,S1H1
3621,LC-2019-0290189,4,2019-04-16,,Varon,,2019,S1H1
3622,LC-2019-0240649,4,2019-04-17,,Mujer,40.0,2019,S1H1
3623,LC-2019-0241037,4,2019-04-17,,Varon,65.0,2019,S1H1
3624,LC-2019-0241037,4,2019-04-17,,Mujer,65.0,2019,S1H1
3625,LC-2019-0241244,4,2019-04-17,,Varon,59.0,2019,S1H1
3626,LC-2019-0241387,4,2019-04-17,,Mujer,,2019,S1H1
3627,LC-2019-0241526,4,2019-04-17,,Varon,,2019,S1H1
3628,LC-2019-0241589,4,2019-04-17,,,,2019,S1H1
3629,LC-2019-0241665,4,2019-04-17,,Mujer,37.0,2019,S1H1
3630,LC-2019-0241758,4,2019-04-17,,Varon,,2019,S1H1
3631,LC-2019-0241791,4,2019-04-17,,Mujer,,2019,S1H1
3632,LC-2019-0241843,4,2019-04-17,,Mujer,40.0,2019,S1H1
3633,LC-2019-0241927,4,2019-04-17,,Varon,27.0,2019,S1H1
3634,LC-2019-0242141,4,2019-04-17,,Varon,35.0,2019,S1H1
3635,LC-2019-0242290,4,2019-04-17,,Varon,72.0,2019,S1H1
3636,LC-2019-0242548,4,2019-04-17,,Varon,,2019,S1H1
3637,LC-2019-0242601,4,2019-04-17,,Varon,50.0,2019,S1H1
3638,LC-2019-0242668,4,2019-04-17,,Varon,37.0,2019,S1H1
3639,LC-2019-0242710,4,2019-04-17,,Varon,,2019,S1H1
3640,LC-2019-0242741,4,2019-04-17,,Mujer,,2019,S1H1
3641,LC-2019-0415913,7,2019-07-05,,Varon,19.0,2019,S1H2
3642,LC-2019-0242794,4,2019-04-17,,Varon,,2019,S1H1
3643,LC-2019-0242794,4,2019-04-17,,Mujer,,2019,S1H1
3644,LC-2019-0242823,4,2019-04-17,,Varon,48.0,2019,S1H1
3645,LC-2019-0242896,4,2019-04-17,,Varon,43.0,2019,S1H1
3646,LC-2019-0242959,4,2019-04-17,,Mujer,32.0,2019,S1H1
3647,LC-2019-0242966,4,2019-04-17,,Varon,43.0,2019,S1H1
3648,LC-2019-0243000,4,2019-04-17,,Varon,52.0,2019,S1H1
3649,LC-2019-0243019,4,2019-04-17,,Mujer,43.0,2019,S1H1
3650,LC-2019-0243055,4,2019-04-17,,Varon,,2019,S1H1
3651,LC-2019-0243121,4,2019-04-17,,Mujer,22.0,2019,S1H1
3652,LC-2019-0642028,10,2019-10-14,,Varon,19.0,2019,S1H2
3653,LC-2019-0243258,4,2019-04-17,,Varon,47.0,2019,S1H1
3654,LC-2019-0243320,4,2019-04-17,,Varon,19.0,2019,S1H1
3655,LC-2019-0243320,4,2019-04-17,,Mujer,19.0,2019,S1H1
3656,LC-2019-0243320,4,2019-04-17,,Varon,47.0,2019,S1H1
3657,LC-2019-0243353,4,2019-04-17,,Varon,56.0,2019,S1H1
3658,LC-2019-0243354,4,2019-04-17,,Varon,26.0,2019,S1H1
3659,LC-2019-0243403,4,2019-04-17,,Varon,45.0,2019,S1H1
3660,LC-2019-0243456,4,2019-04-17,,Mujer,,2019,S1H1
3661,LC-2019-0243485,4,2019-04-17,,Varon,49.0,2019,S1H1
3662,LC-2019-0243546,4,2019-04-17,,Varon,42.0,2019,S1H1
3663,LC-2019-0243928,4,2019-04-17,,Varon,19.0,2019,S1H1
3664,LC-2019-0255101,4,2019-04-17,,Varon,50.0,2019,S1H1
3665,LC-2019-0270458,4,2019-04-17,,Mujer,35.0,2019,S1H1
3666,LC-2019-0243592,4,2019-04-18,,Varon,31.0,2019,S1H1
3667,LC-2019-0243715,4,2019-04-18,,Mujer,34.0,2019,S1H1
3668,LC-2019-0243838,4,2019-04-18,,Mujer,26.0,2019,S1H1
3669,LC-2019-0243971,4,2019-04-18,,Varon,,2019,S1H1
3670,LC-2019-0244257,4,2019-04-18,,Varon,78.0,2019,S1H1
3671,LC-2019-0244257,4,2019-04-18,,Varon,78.0,2019,S1H1
3672,LC-2019-0244257,4,2019-04-18,,Varon,79.0,2019,S1H1
3673,LC-2019-0244260,4,2019-04-18,,Varon,22.0,2019,S1H1
3674,LC-2019-0244263,4,2019-04-18,,Varon,,2019,S1H1
3675,LC-2019-0244329,4,2019-04-18,,Mujer,29.0,2019,S1H1
3676,LC-2019-0244498,4,2019-04-18,,Varon,30.0,2019,S1H1
3677,LC-2019-0244555,4,2019-04-18,,Varon,56.0,2019,S1H1
3678,LC-2019-0244555,4,2019-04-18,,Varon,56.0,2019,S1H1
3679,LC-2019-0244555,4,2019-04-18,,Varon,43.0,2019,S1H1
3680,LC-2019-0244555,4,2019-04-18,,Mujer,28.0,2019,S1H1
3681,LC-2019-0244620,4,2019-04-18,,Mujer,56.0,2019,S1H1
3682,LC-2019-0244630,4,2019-04-18,,Varon,34.0,2019,S1H1
3683,LC-2019-0244710,4,2019-04-18,,Mujer,24.0,2019,S1H1
3684,LC-2019-0244734,4,2019-04-18,,Varon,27.0,2019,S1H1
3685,LC-2019-0244737,4,2019-04-18,,Varon,29.0,2019,S1H1
3686,LC-2019-0244756,4,2019-04-18,,Mujer,35.0,2019,S1H1
3687,LC-2019-0244759,4,2019-04-18,,Varon,,2019,S1H1
3688,LC-2019-0244785,4,2019-04-18,,Varon,27.0,2019,S1H1
3689,LC-2019-0244828,4,2019-04-18,,Varon,35.0,2019,S1H1
3690,LC-2019-0244909,4,2019-04-18,,Varon,25.0,2019,S1H1
3691,LC-2019-0244909,4,2019-04-18,,Varon,25.0,2019,S1H1
3692,LC-2019-0244989,4,2019-04-18,,Varon,44.0,2019,S1H1
3693,LC-2019-0245102,4,2019-04-18,,Mujer,70.0,2019,S1H1
3694,LC-2019-0245366,4,2019-04-18,,Varon,,2019,S1H1
3695,LC-2019-0245716,4,2019-04-18,,Mujer,42.0,2019,S1H1
3696,LC-2019-0265094,4,2019-04-18,,Mujer,67.0,2019,S1H1
3697,LC-2019-0245204,4,2019-04-19,,,,2019,S1H1
3698,LC-2019-0245264,4,2019-04-19,,Mujer,,2019,S1H1
3699,LC-2019-0245552,4,2019-04-19,,Varon,27.0,2019,S1H1
3700,LC-2019-0245942,4,2019-04-19,,Mujer,49.0,2019,S1H1
3701,LC-2019-0245995,4,2019-04-19,,Varon,,2019,S1H1
3702,LC-2019-0246104,4,2019-04-19,,Varon,46.0,2019,S1H1
3703,LC-2019-0246115,4,2019-04-19,,Varon,,2019,S1H1
3704,LC-2019-0246251,4,2019-04-20,,Varon,29.0,2019,S1H1
3705,LC-2019-0246251,4,2019-04-20,,Varon,29.0,2019,S1H1
3706,LC-2019-0246341,4,2019-04-20,,Varon,21.0,2019,S1H1
3707,LC-2019-0246341,4,2019-04-20,,Mujer,21.0,2019,S1H1
3708,LC-2019-0246444,4,2019-04-20,,Mujer,26.0,2019,S1H1
3709,LC-2019-0246456,4,2019-04-20,,Varon,38.0,2019,S1H1
3710,LC-2019-0246761,4,2019-04-20,,Varon,33.0,2019,S1H1
3711,LC-2019-0246761,4,2019-04-20,,Mujer,33.0,2019,S1H1
3712,LC-2019-0246921,4,2019-04-20,,Varon,34.0,2019,S1H1
3713,LC-2019-0246921,4,2019-04-20,,Varon,34.0,2019,S1H1
3714,LC-2019-0246987,4,2019-04-20,,Mujer,,2019,S1H1
3715,LC-2019-0247050,4,2019-04-20,,Varon,74.0,2019,S1H1
3716,LC-2019-0247050,4,2019-04-20,,Varon,74.0,2019,S1H1
3717,LC-2019-0247181,4,2019-04-20,,Varon,33.0,2019,S1H1
3718,LC-2019-0247233,4,2019-04-20,,Varon,27.0,2019,S1H1
3719,LC-2019-0247260,4,2019-04-20,,Varon,52.0,2019,S1H1
3720,LC-2019-0262951,4,2019-04-20,,Varon,26.0,2019,S1H1
3721,LC-2019-0247430,4,2019-04-21,,Varon,22.0,2019,S1H1
3722,LC-2019-0247430,4,2019-04-21,,Varon,22.0,2019,S1H1
3723,LC-2019-0247517,4,2019-04-21,,Varon,,2019,S1H1
3724,LC-2019-0247517,4,2019-04-21,,Mujer,,2019,S1H1
3725,LC-2019-0247551,4,2019-04-21,,Varon,36.0,2019,S1H1
3726,LC-2019-0247692,4,2019-04-21,,Mujer,,2019,S1H1
3727,LC-2019-0247839,4,2019-04-21,,Mujer,,2019,S1H1
3728,LC-2019-0247906,4,2019-04-21,,Varon,44.0,2019,S1H1
3729,LC-2019-0247906,4,2019-04-21,,Varon,44.0,2019,S1H1
3730,LC-2019-0247906,4,2019-04-21,,Varon,34.0,2019,S1H1
3731,LC-2019-0247906,4,2019-04-21,,Mujer,78.0,2019,S1H1
3732,LC-2019-0247906,4,2019-04-21,,Mujer,73.0,2019,S1H1
3733,LC-2019-0247906,4,2019-04-21,,Mujer,74.0,2019,S1H1
3734,LC-2019-0247906,4,2019-04-21,,Mujer,44.0,2019,S1H1
3735,LC-2019-0247906,4,2019-04-21,,Varon,41.0,2019,S1H1
3736,LC-2019-0247994,4,2019-04-21,,Varon,,2019,S1H1
